id,number_of_reviews,reviews_per_month,last_review
41033426,7,3.13,2021-06-08
41036226,5,0.26,2020-02-17
41036360,9,0.53,2020-11-22
41042175,14,0.76,2021-05-09
41043703,1,0.05,2019-12-25
41047005,3,0.16,2020-01-20
41048090,1,0.06,2020-02-11
41048204,2,0.1,2020-01-05
41048662,3,0.17,2020-03-17
41048681,10,0.52,2020-11-16
41048914,21,1.08,2021-06-07
41049086,1,0.05,2020-01-01
41051147,2,0.1,2020-03-14
41052152,3,0.16,2020-01-21
41058789,2,0.11,2020-03-17
41061100,1,0.06,2020-03-08
41062559,13,0.7,2021-07-23
41065957,1,0.07,2020-06-23
41068409,1,0.06,2020-03-15
41069298,3,0.15,2021-07-11
41075946,2,0.17,2021-07-01
41078843,13,0.67,2020-03-16
41079381,41,4.59,2021-07-31
41081759,1,0.06,2020-02-21
41081817,1,0.06,2020-02-15
41082583,2,0.1,2020-01-04
41082801,23,2.43,2021-05-31
41084842,4,3.75,2020-10-23
41086006,53,2.86,2021-07-19
41089850,5,0.27,2021-01-17
41091898,4,0.22,2020-02-09
41105251,2,0.91,2021-07-09
41107092,18,8.06,2021-06-28
41108306,3,0.29,2021-07-30
41108462,5,0.27,2021-05-09
41109085,6,0.31,2020-01-07
41109712,21,1.16,2021-07-11
41112420,1,0.05,2020-01-01
41123504,3,0.15,2021-04-04
41124781,2,0.12,2020-04-08
41125441,17,0.94,2021-07-26
41127989,36,6.17,2021-07-16
41129980,1,0.05,2020-01-08
41131891,51,17.19,2021-07-23
41132137,1,0.05,2020-01-10
41132277,1,0.05,2020-01-25
41133434,4,0.22,2020-01-27
41133767,32,1.88,2021-07-29
41139102,39,2.21,2021-07-25
41148267,5,0.27,2020-03-09
41149321,2,0.22,2021-03-18
41151871,13,0.7,2021-07-05
41152114,8,0.42,2020-05-11
41152541,5,0.26,2020-03-10
41152864,7,0.38,2020-07-26
41153653,1,0.06,2020-03-29
41154121,8,0.43,2020-02-22
41155955,6,0.32,2020-03-08
41157914,7,0.45,2021-01-30
41171427,5,0.26,2020-02-10
41173094,13,0.71,2021-06-08
41173731,1,0.06,2020-03-29
41174759,17,17.0,2021-07-29
41175544,43,3.06,2021-05-31
41175790,7,0.82,2021-07-31
41177309,4,1.1,2021-07-18
41178612,4,1.12,2021-05-16
41178871,93,8.43,2021-08-01
41179503,1,0.24,2021-04-04
41181646,1,0.41,2021-05-23
41182516,4,0.26,2020-05-13
41191723,1,0.06,2020-02-25
41194774,6,0.32,2020-03-09
41195451,3,0.16,2020-09-02
41208101,15,0.86,2021-06-13
41208841,15,0.78,2020-04-14
41212093,24,1.44,2021-06-25
41214610,28,2.04,2021-07-23
41216206,1,0.1,2020-09-30
41216339,2,0.11,2020-03-09
41224431,2,0.12,2020-01-25
41229239,7,0.38,2020-08-14
41234256,9,0.53,2021-07-11
41234346,1,0.06,2020-02-15
41237808,16,0.92,2020-09-20
41241319,23,1.2,2021-07-24
41242461,17,0.96,2020-11-22
41243251,1,0.06,2020-03-04
41243309,7,1.5,2021-04-22
41243629,5,0.28,2020-03-09
41247450,8,0.45,2021-03-25
41251479,76,8.23,2021-07-30
41256075,21,4.34,2021-07-18
41257880,6,0.32,2020-02-16
41258335,4,0.24,2021-03-27
41259923,3,0.17,2020-01-24
41261191,8,0.49,2021-07-01
41263281,7,0.39,2021-04-04
41263496,7,7.0,2021-07-25
41270387,1,0.09,2020-08-25
41271575,5,0.26,2020-01-31
41273609,1,0.05,2020-01-20
41274329,14,0.79,2021-07-12
41274497,1,0.05,2020-01-08
41285370,3,0.18,2020-03-02
41289512,31,1.68,2021-07-05
41295029,45,2.66,2021-08-03
41295300,9,1.82,2021-03-14
41295524,69,20.1,2021-07-28
41301073,27,1.43,2021-07-18
41310526,7,0.39,2020-02-29
41316043,2,0.11,2020-02-01
41319343,31,1.69,2021-07-30
41319863,4,0.22,2020-02-23
41320665,3,0.17,2020-03-14
41321694,21,1.1,2021-07-17
41324037,10,0.57,2020-03-25
41335857,8,0.43,2020-12-24
41336039,4,0.33,2021-05-16
41336130,2,0.11,2020-01-19
41340224,22,1.25,2021-03-01
41343884,19,1.05,2021-05-31
41348519,1,0.05,2020-01-29
41348789,7,0.38,2021-07-09
41348970,5,0.32,2020-08-01
41350522,2,0.14,2020-06-14
41352166,2,0.43,2021-03-29
41353712,51,2.86,2021-08-01
41354388,3,0.16,2021-06-01
41365538,1,0.29,2021-04-23
41369046,3,0.53,2021-06-12
41372828,6,0.32,2020-03-03
41373989,1,0.05,2020-01-22
41374977,1,0.05,2020-01-27
41375164,17,0.94,2020-11-16
41377652,60,3.17,2021-08-01
41379802,8,0.67,2021-07-04
41380528,9,0.51,2020-10-07
41380850,7,0.37,2021-05-11
41383676,17,1.63,2021-03-18
41383774,4,0.21,2021-06-29
41385577,1,0.06,2020-03-12
41395051,2,0.11,2020-11-30
41395190,25,6.1,2021-07-27
41395481,1,0.06,2020-02-16
41396507,25,8.62,2021-07-27
41396770,1,0.05,2020-02-05
41397011,48,2.85,2021-07-15
41400433,1,0.06,2020-03-01
41401667,2,0.11,2020-02-13
41402380,1,0.06,2020-03-14
41402463,3,0.48,2021-07-18
41403289,27,1.49,2020-11-17
41403642,1,0.06,2020-02-17
41404723,6,0.32,2020-03-15
41406338,4,0.23,2020-02-21
41406409,12,0.77,2021-04-16
41408751,6,0.33,2021-05-07
41409053,12,2.09,2021-06-01
41420151,2,0.11,2020-03-14
41422541,7,0.6,2020-12-21
41426877,11,0.6,2021-07-18
41430114,4,0.22,2021-03-31
41430275,8,2.47,2021-06-07
41430801,1,0.07,2020-05-28
41431376,35,2.06,2021-07-25
41431930,5,5.0,2021-07-18
41432579,2,0.9,2021-07-18
41433908,12,0.64,2021-04-05
41434697,13,1.56,2021-06-16
41435379,1,0.2,2021-03-08
41438206,11,0.6,2021-05-22
41450513,11,1.42,2021-06-27
41456016,9,0.48,2021-07-30
41456307,45,2.65,2021-06-18
41456919,2,0.19,2020-10-31
41458624,12,6.32,2021-07-30
41474950,22,1.89,2021-06-21
41479095,4,0.21,2020-02-07
41480537,9,0.49,2020-03-07
41482345,5,0.28,2020-07-24
41485666,43,13.87,2021-07-30
41485963,1,0.06,2020-02-21
41490532,55,10.93,2021-07-26
41492412,3,0.17,2021-06-12
41493321,1,0.05,2020-01-16
41496244,24,1.38,2021-08-02
41499023,59,3.36,2021-07-18
41499398,14,0.79,2021-07-23
41504047,2,0.12,2020-07-11
41504589,3,0.17,2020-07-01
41506185,2,0.17,2020-10-30
41506868,1,0.05,2020-01-30
41507050,3,0.34,2021-05-16
41507201,20,1.13,2021-08-01
41509036,33,1.86,2021-08-03
41509425,2,0.11,2020-02-09
41509781,11,0.62,2020-02-25
41527827,23,7.5,2021-07-31
41528332,2,0.21,2021-07-10
41529631,2,0.87,2021-05-31
41531671,28,3.68,2021-07-05
41535925,8,0.81,2020-09-29
41536763,5,0.29,2021-06-25
41538119,3,0.57,2021-03-19
41538377,8,0.43,2020-03-02
41547677,5,0.5,2021-07-03
41549233,7,0.37,2020-03-10
41558910,3,0.17,2020-04-24
41559646,11,0.64,2021-04-18
41563781,52,3.34,2021-08-01
41564056,1,0.07,2020-05-01
41564625,42,2.45,2021-08-02
41565203,9,0.48,2020-09-26
41566074,11,0.65,2020-03-20
41567947,8,0.6,2021-05-02
41568190,31,1.68,2021-07-18
41569923,3,0.28,2021-06-04
41580497,61,6.96,2021-07-25
41580681,7,0.41,2021-08-03
41581379,7,0.46,2021-05-26
41582140,9,0.5,2020-03-01
41582973,3,0.16,2021-05-31
41583204,3,1.22,2021-04-29
41585641,2,0.11,2020-08-09
41586699,3,0.16,2020-03-12
41588070,21,1.12,2021-06-27
41588916,5,0.27,2020-04-04
41591285,2,0.16,2021-07-19
41593082,1,0.06,2020-02-09
41593430,21,1.13,2021-07-27
41595946,4,0.86,2021-07-25
41596532,38,4.13,2021-07-18
41597144,2,0.67,2021-05-14
41597652,4,0.21,2020-03-09
41598391,11,0.63,2020-06-28
41605317,5,0.29,2021-07-05
41613214,8,1.0,2021-03-20
41614248,37,2.27,2021-07-31
41616614,50,34.88,2021-07-05
41617032,25,1.4,2021-07-23
41619957,7,0.41,2021-05-21
41620668,78,78.0,2021-07-13
41621752,1,0.06,2020-03-08
41625118,9,0.53,2020-12-12
41625711,2,0.12,2020-03-17
41632917,20,1.12,2021-06-30
41634451,6,0.34,2021-05-03
41636635,2,0.11,2020-03-04
41637801,2,0.31,2021-06-20
41637835,3,0.16,2020-02-16
41642106,1,0.41,2021-05-23
41642747,22,1.22,2021-07-22
41643230,1,0.34,2021-05-08
41645034,16,14.12,2021-07-10
41646887,11,0.6,2021-07-24
41647808,23,2.36,2021-07-15
41656896,2,0.11,2020-02-09
41662321,3,0.16,2020-02-09
41663709,47,3.72,2021-07-18
41664099,5,0.27,2020-03-08
41665877,28,1.6,2021-07-26
41666464,8,0.45,2020-08-23
41666895,29,1.6,2020-12-31
41670137,7,0.4,2020-03-08
41670159,2,1.67,2021-07-14
41670313,4,0.22,2020-02-24
41682580,6,2.28,2020-09-14
41688439,5,0.28,2020-05-30
41689315,21,2.35,2021-07-18
41690071,37,2.85,2021-08-01
41690158,60,3.2,2021-07-22
41691214,4,2.18,2021-05-30
41691772,9,2.29,2021-01-24
41692454,50,4.26,2021-07-28
41693557,1,0.06,2020-03-14
41709744,15,0.81,2021-03-31
41710457,43,3.58,2021-08-01
41710729,1,0.06,2020-03-10
41712212,9,0.5,2021-08-03
41713609,1,0.06,2020-02-14
41718756,3,0.16,2020-04-25
41719216,2,0.11,2020-03-30
41719344,3,0.18,2021-06-30
41720265,32,1.81,2021-06-11
41720411,2,0.12,2020-03-09
41720653,4,0.22,2021-07-20
41722316,14,2.02,2021-08-01
41722638,10,2.44,2021-07-11
41725492,22,1.23,2021-07-11
41726620,13,0.72,2021-06-07
41733738,92,5.25,2021-07-28
41739955,1,0.06,2020-03-13
41740615,31,1.45,2021-07-04
41742930,1,0.09,2020-08-22
41745187,14,0.83,2021-05-26
41746849,3,0.19,2021-03-16
41748426,2,0.12,2020-07-29
41749492,9,0.52,2021-05-18
41750670,1,0.06,2020-02-23
41752476,6,0.32,2021-06-01
41752911,8,7.06,2021-08-02
41753654,38,2.15,2021-07-14
41764922,33,3.37,2021-07-30
41767375,2,0.11,2020-02-07
41767810,1,0.06,2020-03-10
41769297,6,0.33,2021-06-30
41770189,1,0.06,2020-03-12
41770339,3,0.24,2021-07-10
41771807,2,0.11,2020-03-02
41771957,1,1.0,2021-07-12
41772235,13,0.73,2021-07-31
41772766,6,0.33,2021-06-28
41772813,3,0.18,2020-02-12
41772939,4,0.23,2020-02-26
41773154,1,0.06,2020-03-05
41773749,2,0.11,2020-02-15
41775095,2,0.11,2020-02-14
41775277,3,0.18,2020-03-13
41775384,2,0.12,2020-02-17
41775484,4,0.22,2020-03-01
41783575,3,0.18,2020-05-21
41786442,3,0.22,2021-06-05
41789758,4,0.27,2021-06-05
41790722,28,1.61,2021-06-16
41792404,13,0.72,2020-12-25
41792753,513,13.51,2021-07-26
41792887,3,0.18,2021-02-11
41797200,48,6.13,2021-07-26
41798673,6,2.86,2020-03-10
41799247,1,0.06,2020-02-17
41799372,22,1.27,2021-07-13
41800512,8,0.46,2021-02-01
41802649,9,0.53,2020-03-07
41803993,4,0.23,2020-03-14
41811144,9,0.51,2021-07-31
41814502,5,0.66,2021-06-22
41815040,2,0.15,2020-07-11
41818659,4,0.43,2021-05-08
41819789,1,0.06,2020-03-01
41827333,5,0.28,2021-05-01
41832277,2,0.14,2020-04-01
41832407,3,0.17,2020-03-14
41833741,3,0.17,2021-05-25
41835485,2,0.11,2021-07-15
41835818,1,0.1,2020-10-09
41836119,1,0.25,2021-04-08
41836159,4,0.37,2020-10-17
41838215,2,0.12,2020-03-14
41839419,1,0.11,2020-11-02
41839700,9,0.49,2021-01-24
41840000,2,0.11,2020-03-04
41840320,4,1.74,2021-07-08
41840700,1,0.11,2020-10-31
41842296,3,0.18,2021-02-03
41847495,1,0.83,2021-06-30
41848350,1,0.06,2020-03-06
41848581,1,0.09,2020-09-12
41850125,20,1.12,2021-06-18
41854595,2,0.11,2020-03-17
41855383,4,0.23,2021-05-27
41857370,1,0.06,2020-02-18
41863007,2,0.12,2020-03-16
41863643,2,0.12,2021-06-28
41867299,1,0.06,2020-03-31
41871626,1,0.06,2020-02-19
41880997,2,0.87,2021-08-02
41882330,3,0.16,2020-02-04
41884444,83,4.56,2021-07-23
41886368,10,0.56,2020-07-25
41887235,30,4.19,2021-07-29
41888195,2,0.11,2020-03-12
41889937,3,0.2,2020-10-22
41893558,1,0.06,2020-03-01
41899401,1,0.06,2020-02-16
41900007,80,4.72,2021-07-18
41900972,2,0.32,2021-03-31
41906932,3,0.17,2020-02-27
41907518,5,0.28,2020-11-20
41908637,1,0.06,2020-03-14
41908671,2,0.11,2020-08-24
41909354,2,0.11,2020-07-06
41909552,1,0.1,2020-09-27
41911172,75,21.63,2021-08-01
41912608,2,0.11,2020-03-01
41915430,5,4.05,2021-06-22
41922570,1,0.81,2021-06-30
41929442,4,0.46,2021-07-14
41929623,4,0.23,2020-08-31
41929967,1,0.07,2020-06-22
41931081,1,0.45,2021-05-30
41931349,2,2.0,2021-07-01
41933554,13,0.73,2021-07-30
41934934,1,0.4,2021-05-22
41935325,5,3.26,2021-07-04
41939024,6,0.33,2020-07-27
41939842,3,0.18,2020-08-12
41940305,5,0.3,2021-08-01
41940501,2,0.11,2020-03-02
41940576,2,0.15,2021-05-27
41941837,7,0.41,2020-02-29
41951271,21,1.21,2021-06-23
41952215,1,0.06,2020-02-15
41955235,1,0.06,2020-02-08
41956902,2,0.19,2021-05-22
41958174,3,0.24,2020-08-31
41959247,27,2.73,2021-07-18
41959506,5,0.38,2021-06-27
41959882,10,0.75,2021-07-07
41961661,3,0.17,2020-03-01
41962326,30,30.0,2021-07-23
41962719,1,0.06,2020-04-11
41964148,4,0.29,2021-07-20
41964371,9,0.5,2021-05-31
41972453,2,0.11,2020-02-01
41973806,1,0.06,2020-02-16
41974593,12,0.66,2021-05-31
41976399,3,2.73,2021-07-26
41978804,6,0.49,2021-05-21
41979598,1,0.17,2021-02-13
41980825,3,0.27,2020-12-27
41984853,9,0.52,2020-12-01
41986091,12,0.68,2021-07-04
41990825,1,0.06,2020-02-23
41997469,1,0.09,2020-09-16
41998444,1,0.09,2020-09-13
41999241,57,19.21,2021-07-12
42001164,9,0.5,2021-06-29
42002034,15,0.84,2020-09-09
42002119,2,0.31,2021-05-31
42002291,82,4.69,2021-08-04
42002364,1,0.06,2020-02-16
42002506,1,1.0,2021-07-10
42002522,8,0.48,2020-04-18
42002646,7,0.49,2020-10-19
42002729,7,0.41,2020-03-24
42002958,3,1.07,2021-05-29
42005015,4,0.22,2020-03-11
42006106,4,0.22,2020-03-01
42006235,4,0.23,2020-03-04
42012197,16,1.78,2021-06-20
42015560,4,0.27,2021-04-30
42016973,1,0.08,2020-07-25
42018495,48,3.67,2021-07-25
42020878,1,1.0,2021-08-01
42022194,1,0.06,2020-02-22
42022710,1,0.06,2020-02-10
42023090,3,0.17,2020-09-01
42024759,2,0.12,2020-02-04
42030455,8,0.46,2021-06-01
42033943,1,0.09,2020-09-14
42034928,1,0.06,2020-03-20
42038160,18,1.03,2021-07-13
42038854,4,0.22,2020-06-15
42039496,2,0.12,2020-03-15
42043698,8,4.71,2021-07-27
42045073,1,0.06,2020-03-14
42045379,2,1.25,2021-07-18
42046105,1,0.06,2020-03-08
42049436,3,0.34,2021-05-31
42058731,13,1.47,2021-06-09
42062954,3,0.21,2021-02-28
42063110,11,0.62,2021-07-18
42065543,221,23.94,2021-08-03
42065547,12,1.15,2021-07-14
42065555,1,0.06,2020-03-18
42065562,103,11.16,2021-07-19
42065564,15,1.18,2021-07-22
42067285,13,3.33,2021-07-25
42072428,2,0.13,2020-09-16
42072470,16,1.15,2020-07-27
42073495,1,0.06,2020-02-08
42074806,4,0.22,2020-09-06
42076501,21,4.29,2021-07-30
42082740,1,0.06,2020-03-07
42087581,19,7.7,2021-07-26
42088954,25,11.19,2021-07-13
42094258,13,5.82,2021-08-02
42094751,3,0.17,2020-03-24
42095151,1,0.13,2020-12-13
42097281,1,0.11,2020-10-25
42097533,34,34.0,2021-08-01
42098453,6,0.35,2021-07-05
42099788,31,1.8,2021-07-14
42099961,30,5.26,2021-07-25
42100414,19,1.23,2021-02-15
42100811,13,1.17,2021-02-16
42101292,30,1.65,2021-07-19
42106453,4,0.29,2021-02-16
42108441,9,0.53,2021-05-31
42110436,3,0.18,2020-08-09
42111587,1,1.0,2021-07-27
42115659,1,0.06,2020-02-16
42120317,1,0.91,2021-07-03
42120475,6,0.33,2020-10-25
42121015,13,0.73,2021-07-12
42123302,4,0.23,2021-08-01
42128082,2,0.12,2020-02-18
42132039,2,0.12,2020-03-05
42133129,5,0.28,2020-03-19
42141301,1,0.1,2020-10-05
42141480,8,0.44,2020-04-15
42141925,2,0.12,2020-07-18
42149370,2,0.11,2020-07-28
42151482,4,0.22,2020-11-12
42152029,6,0.35,2020-03-08
42153254,38,2.12,2021-06-16
42153536,36,5.57,2021-07-26
42154630,25,1.45,2021-07-31
42155009,2,0.12,2020-05-06
42156206,1,0.07,2020-05-15
42158612,6,0.34,2021-07-09
42159545,6,0.45,2021-06-10
42160136,42,6.21,2021-08-02
42169326,5,0.45,2021-06-26
42174032,30,1.75,2021-07-07
42177400,1,0.94,2021-07-04
42177607,1,0.34,2021-05-08
42180694,1,0.06,2020-03-16
42182114,10,3.37,2021-06-13
42182167,11,0.95,2021-07-18
42182307,7,5.68,2021-07-19
42182416,9,0.78,2021-06-09
42182460,16,3.53,2021-05-03
42191225,1,0.06,2020-02-16
42193393,2,0.12,2021-04-20
42195148,2,0.13,2021-01-31
42195727,4,0.23,2020-02-25
42198552,29,1.75,2021-07-14
42198593,4,2.18,2021-07-14
42199814,3,0.23,2020-11-14
42202440,4,0.24,2020-12-12
42203409,30,1.74,2021-07-24
42205197,3,0.18,2020-03-01
42205919,2,0.12,2020-09-07
42206628,2,0.12,2020-02-28
42207141,2,0.26,2020-05-28
42207528,2,0.11,2020-03-01
42214303,1,0.06,2020-02-13
42215473,1,0.06,2020-02-15
42216825,4,0.23,2020-03-07
42217635,5,0.28,2020-03-15
42220178,2,0.12,2020-03-11
42223418,1,0.06,2020-04-12
42233237,93,5.57,2021-07-18
42245079,3,0.53,2020-10-23
42245107,3,0.24,2021-05-28
42249658,6,0.34,2021-06-05
42249744,4,1.0,2021-07-11
42251202,1,0.71,2021-06-25
42257616,1,0.21,2021-03-14
42270478,10,5.56,2021-07-09
42272586,2,0.22,2020-09-15
42273545,1,0.06,2020-04-15
42274546,1,0.06,2020-03-11
42274866,9,0.53,2021-07-17
42278442,1,0.34,2021-05-11
42279170,8,0.34,2020-07-02
42279171,204,8.54,2021-07-20
42280727,4,0.24,2021-03-04
42282238,9,9.0,2021-07-26
42284609,4,0.7,2020-03-28
42288775,1,0.19,2021-02-25
42289549,1,0.07,2020-05-11
42289754,3,0.24,2020-11-02
42289806,14,0.79,2021-07-05
42298021,6,0.36,2021-02-02
42303747,4,0.24,2021-05-16
42307209,30,2.35,2021-05-16
42311578,21,1.28,2021-07-18
42313819,2,0.11,2020-03-07
42314880,3,0.17,2020-03-08
42316455,5,0.3,2020-05-09
42317621,17,1.97,2021-05-14
42323675,5,0.92,2021-04-30
42325919,13,0.77,2021-02-17
42326187,1,1.0,2021-07-11
42326675,3,0.19,2021-05-31
42327095,1,0.38,2021-05-18
42327227,3,0.28,2020-11-07
42331061,2,0.12,2021-07-17
42333605,2,0.12,2020-03-09
42336485,22,1.34,2021-07-05
42337079,4,0.24,2021-06-20
42338062,42,3.49,2021-07-30
42343069,7,0.39,2020-07-13
42344532,1,0.06,2020-03-15
42345561,1,1.0,2021-08-01
42356174,2,0.24,2021-01-03
42357974,39,4.19,2021-07-28
42360275,50,3.42,2021-06-20
42360468,14,0.79,2021-07-27
42362567,10,0.59,2020-04-25
42362637,9,0.51,2020-11-29
42364213,3,0.18,2020-02-24
42365407,2,1.0,2021-07-04
42377371,1,0.88,2021-07-02
42378243,20,20.0,2021-07-21
42380644,38,2.15,2021-08-01
42380790,127,9.29,2021-07-31
42381178,4,0.82,2021-05-02
42384501,72,3.2,2021-07-25
42384530,10,0.44,2020-01-13
42387080,4,0.23,2021-06-22
42388432,3,0.25,2021-03-28
42389365,18,1.03,2021-04-14
42389957,20,1.23,2021-05-27
42390588,1,0.06,2020-03-16
42391240,80,9.16,2021-08-01
42399499,1,0.1,2020-10-12
42401212,62,3.65,2021-07-03
42404261,2,0.17,2020-08-30
42405152,12,1.28,2021-08-02
42406076,34,2.02,2021-07-02
42412690,1,0.06,2020-03-29
42414332,2,0.19,2021-04-30
42415119,5,0.3,2021-07-24
42418768,9,0.52,2021-06-06
42427593,2,0.67,2021-07-03
42428999,17,0.96,2021-07-21
42433863,38,2.19,2021-06-29
42435649,2,0.12,2020-03-04
42436819,2,0.12,2020-03-04
42438973,32,4.87,2021-07-26
42440077,1,0.06,2020-03-01
42440341,1,0.09,2020-08-21
42440431,34,3.02,2021-07-16
42440465,2,0.15,2020-12-30
42444354,3,0.41,2021-06-02
42446225,6,0.37,2021-06-12
42449656,6,0.34,2021-05-22
42451008,2,0.18,2020-12-31
42453547,2,0.16,2021-03-13
42453983,9,2.29,2021-06-06
42455129,1,0.06,2020-03-08
42455733,2,0.12,2020-09-30
42466854,3,0.18,2020-12-01
42467234,5,2.03,2021-04-11
42471057,1,0.07,2020-06-03
42471990,2,0.12,2021-07-13
42473749,6,5.45,2020-11-16
42473796,14,0.8,2020-06-07
42474917,2,2.0,2020-11-21
42475458,1,0.06,2020-02-23
42476362,11,0.89,2021-07-01
42476703,86,6.48,2021-08-01
42485035,20,1.18,2021-06-12
42489208,1,0.73,2021-06-25
42490046,18,1.59,2021-07-24
42490385,1,0.06,2020-04-03
42491040,23,3.14,2021-07-30
42494731,17,4.36,2021-07-23
42495508,7,0.49,2021-08-02
42504616,8,0.52,2021-06-19
42504785,3,0.23,2021-01-31
42507723,66,5.64,2021-08-01
42514191,34,34.0,2021-08-03
42514760,1,0.06,2020-03-26
42515226,22,4.82,2021-07-20
42517428,2,0.12,2020-07-09
42519378,29,19.77,2021-07-07
42527278,1,0.1,2020-10-03
42527345,40,7.23,2021-07-18
42528852,2,0.2,2020-10-25
42529554,13,0.75,2020-10-05
42529743,2,0.12,2020-03-06
42531350,1,0.06,2020-03-03
42532821,4,0.29,2021-03-01
42534382,4,1.79,2021-04-25
42535595,9,0.52,2021-05-15
42536507,6,0.65,2021-06-09
42537367,55,3.44,2021-07-16
42538452,26,1.95,2020-07-24
42540646,73,4.34,2021-08-01
42540705,1,0.06,2020-03-15
42541401,2,0.63,2020-03-28
42542307,35,35.0,2021-07-26
42543019,29,12.08,2021-08-02
42560847,9,0.63,2021-05-06
42561259,5,0.29,2021-07-15
42561300,1,0.06,2020-03-31
42561549,5,0.32,2021-08-01
42562751,1,0.08,2020-08-09
42563979,32,1.88,2021-07-21
42564063,2,0.14,2021-03-31
42565257,18,12.27,2021-07-06
42565700,2,0.23,2021-06-30
42567610,7,0.92,2021-05-31
42570815,36,2.1,2021-02-10
42579881,5,0.47,2021-07-17
42580651,1,0.08,2020-07-24
42584065,2,0.12,2020-03-09
42584572,113,6.56,2021-07-28
42585947,1,0.24,2021-03-31
42586350,1,0.06,2020-03-09
42589705,16,3.36,2021-04-03
42589731,23,6.7,2021-07-24
42589996,8,0.94,2021-03-18
42590105,10,0.59,2021-04-04
42590257,46,6.3,2021-08-02
42595916,44,4.65,2021-07-17
42596580,1,0.08,2020-07-24
42602038,7,0.43,2021-03-05
42603616,1,0.06,2020-03-08
42603690,1,0.06,2020-03-14
42607163,13,2.75,2021-07-21
42608006,1,0.13,2020-12-11
42609306,5,0.29,2021-03-20
42609661,4,0.23,2020-08-12
42610243,1,0.48,2021-06-03
42620528,3,0.18,2020-05-19
42621078,2,0.12,2020-03-09
42621413,2,0.12,2020-06-21
42622550,39,4.98,2021-07-26
42624244,2,0.16,2020-12-15
42624276,6,0.35,2021-07-30
42624384,1,0.34,2021-05-10
42624676,1,0.08,2020-07-01
42624860,1,0.06,2020-03-01
42625491,1,0.11,2020-11-09
42626072,2,0.12,2020-05-22
42626235,2,0.12,2020-07-17
42626549,3,0.27,2021-06-30
42627101,27,1.62,2021-07-19
42627171,1,0.06,2020-04-01
42627429,2,0.12,2020-03-21
42632022,1,0.45,2021-05-30
42632218,1,0.08,2020-08-04
42643177,37,2.62,2021-08-01
42643993,43,10.49,2021-07-21
42644784,1,0.11,2020-11-01
42645101,50,7.08,2021-07-30
42646331,18,3.75,2021-07-19
42646388,7,0.41,2020-09-20
42646624,1,0.13,2020-12-12
42646720,1,0.1,2020-10-01
42648198,3,0.18,2020-12-03
42653979,1,0.06,2020-03-05
42655702,6,0.65,2021-01-21
42656919,12,1.1,2021-07-16
42659767,9,1.07,2020-10-10
42660202,148,10.0,2021-08-02
42661215,133,51.15,2021-08-01
42661402,144,32.0,2021-07-28
42665701,4,0.23,2020-09-17
42666898,32,13.52,2021-07-14
42668342,1,0.06,2020-03-08
42669255,32,32.0,2021-07-27
42670316,20,2.03,2021-07-14
42670856,17,9.44,2021-07-30
42670969,6,0.47,2021-04-05
42672172,59,7.34,2021-07-11
42678895,5,1.72,2021-07-06
42679293,1,0.06,2020-03-19
42680068,5,0.29,2021-03-21
42682986,1,1.0,2021-07-12
42686626,98,15.56,2021-07-16
42688012,5,0.32,2021-07-31
42689441,36,2.95,2021-07-11
42689810,20,7.41,2021-07-05
42692929,2,0.91,2021-07-02
42693815,96,10.63,2021-07-16
42693878,28,3.31,2021-07-25
42695867,1,0.06,2020-03-13
42705723,1,0.06,2020-03-15
42708053,1,0.36,2021-05-14
42708464,7,0.57,2020-11-22
42711037,4,0.23,2020-03-13
42717193,19,1.1,2020-12-20
42724728,34,3.64,2021-08-02
42726674,5,1.15,2021-06-24
42735001,1,0.06,2020-03-09
42735065,2,0.16,2021-07-31
42738424,4,0.48,2020-10-24
42740396,4,0.39,2021-03-02
42741138,7,2.08,2021-03-27
42741230,6,6.0,2021-07-12
42741731,16,0.94,2020-11-29
42742199,3,0.31,2021-08-01
42743290,3,0.21,2020-08-08
42745394,47,5.71,2021-08-03
42746488,65,65.0,2021-07-17
42757120,1,0.06,2020-03-16
42758392,1,0.64,2021-06-19
42761430,2,0.12,2021-06-03
42761547,26,2.18,2021-07-30
42761605,9,0.59,2020-10-26
42761614,7,0.86,2021-07-07
42761887,1,0.31,2021-04-30
42762081,2,0.13,2020-12-07
42762205,1,0.16,2021-01-27
42763027,1,0.06,2020-03-14
42764053,1,0.06,2020-03-23
42764432,13,0.76,2020-09-25
42769704,2,0.16,2020-09-01
42770229,4,0.49,2020-12-25
42770488,2,0.63,2021-07-03
42770658,1,0.1,2020-10-03
42772944,50,5.51,2021-07-25
42776253,65,8.9,2021-05-31
42779913,63,8.25,2021-07-24
42780193,72,5.16,2021-08-01
42780236,53,30.0,2021-07-07
42791410,86,28.35,2021-07-30
42792116,1,0.1,2020-09-24
42794094,1,0.07,2020-05-31
42794290,2,0.12,2020-12-06
42794919,1,0.25,2021-04-09
42795487,1,0.07,2020-06-05
42795515,6,0.43,2021-06-03
42800812,3,0.24,2020-08-24
42805340,2,0.14,2020-07-15
42805754,4,0.29,2020-10-02
42808686,7,0.41,2020-11-01
42815083,1,0.06,2020-04-30
42815488,58,10.61,2021-07-16
42816863,1,0.07,2020-06-01
42830099,20,0.95,2021-06-27
42831981,3,0.23,2021-07-27
42835727,5,0.69,2021-07-05
42835790,2,0.14,2021-01-03
42838791,39,6.69,2021-08-01
