,id,name,host_id,price,minimum_nights
2982,4069228,1BR condo right by Prospect Park,14793862,115,3
2983,4069341,Urban Rustic Retreat,21105084,130,30
2984,4069681,"""DECO CASA""  2 Bedroom Greenpoint Brooklyn",20741012,150,30
2985,4070025,Luxury Flat with Outdoor and Study Room,21110000,264,30
2986,4071007,Cozy 1 BR in Exposed Brick SoHo Apt,10135,120,30
2987,4074248,Skylight Room in BK Duplex in Williamsburg,6459254,500,30
2988,4076084,Alcove Studio & Terrace best part of Williamsburg!,7116594,100,30
2989,4077427,"Bright, Modern loft in Williamsburg",4148174,175,30
2990,4077744,Luxury Apt on Bedford Williamsburg,1707185,275,5
2991,4081707,Red Hook Architect’s Home with Enormous Backyard,4792032,385,30
2992,4081800,Classic Brownstone Apartment,4835582,135,2
2993,4082357,Quirky Greenpoint Haven,3801427,68,30
2994,4083049,Modern Brooklyn Brownstone,1335736,340,5
2995,4084603,Prime East Village 1 Bedroom,7861502,200,30
2996,4085647,Cozy and Convenient – Spacious 1 Bedroom Apartment,21145652,100,30
2997,4088506,"Modern, central WBurg 2BR w/rooftop",2436652,157,60
2998,4089102,Serenity Near Manhattan (Clean & Sanitized),21183428,160,3
2999,4091823,Central Park is Steps Away,12646225,175,30
3000,4096470,THE THOMPSON SUITE,4065620,155,30
3001,4096910,A terrace in the treetops!,20412513,99,30
3002,4098271,"Spacious Bedroom, L.E.S.",20245055,65,30
3003,4102208,Brooklyn Love,21279472,85,16
3004,4103970,Private room in hip east Williamsburg/Greenpoint,1637916,70,1
3005,4108547,"Lovely Queen Bed & TV, Close to Subway & Nightlife",21315876,124,1
3006,4108799,Gorgeous Big & Bright Greenpoint Apt,622779,500,1
3007,4110645,Art deco apartment in Brooklyn,21327210,87,2
3008,4115327,The Garden Apartment,21352288,126,3
3009,4117817,East Williamsburg Oasis,4516038,64,5
3010,4119763,"Large, Sunny 25 min to Central Park",10172703,51,4
3011,4120122,Cosy room in Williamsburg,21373495,63,1
3012,4120954,"3-Bedroom, 3-Bath Brownstone Duplex with Terrace",18890810,398,3
3013,4121110,Upper West Side studio with private terrace,1923075,170,30
3014,4121173,Large Studio in Luxury Building,17249397,150,30
3015,4121363,Large Garden Alcove Studio Apartment in Manhattan,21380762,70,30
3016,4125398,Private Room in prime UWS duplex!,21400083,100,30
3017,4126676,Great Apt 5min from Time Square NYC,19802029,100,6
3018,4127402,Brand New Furnished Brooklyn Apt.,21336880,150,30
3019,4127524,Entire 1BD Apt in Long Island City!,828682,200,30
3020,4128337,Entire Apartment - charming 1BR-20min to Downtown,20543178,149,3
3021,4128428,Sunny Bedroom in quirky apartment,21416490,200,3
3022,4128450,"Sunny, Spacious 1BR in BoCoCa",6885530,180,30
3023,4129909,"Great View, only one block to metro",9234456,83,2
3024,4129992,Country in the City,20169986,80,30
3025,4135674,Warm & lovely garden duplex in BK,2011110,300,30
3026,4135848,Cozy Bedroom with en suite bathroom,21455632,90,30
3027,4136252,Chic NYC apt - near train & 42st St,14952623,99,30
3028,4137414,"Sunny, Charming, and Zen",9232428,135,30
3029,4137645,Beautiful Williamsburg Private Room,11134688,60,30
3030,4137680,"LUXURY entire apt, steps to Central Park",3507684,475,4
3031,4137979,Williamsburg/Greenpoint Studio,7243674,118,1
3032,4141868,Spacious 1BR Gem Downtown Manhattan,3900965,200,30
3033,4146226,"Great room perfect location,",20338147,50,30
3034,4152752,Location is Everything. And Quiet Too!,21546973,110,30
3035,4155012,true 1 BR in prime east village,21560088,219,30
3036,4162119,"Intimate, cozy BR w/ KING bed/ Private FULL Bath",21599728,79,30
3037,4162292,Charming Full 1BR Apt w/Backyard,21601222,160,30
3038,4162519,"""MUNCHIES "" FASHION-ART dormitory GUEST HOUSE",1267556,35,1
3039,4162667,Comfy Room w/ Private FULL Bathroom,21599728,59,30
3040,4163710,Cozy private room in beautiful apt,21609476,40,30
3041,4165278,HUGE Room in an AMAZING Location!,4403262,79,30
3042,4169094,"Room in 2br apt Location by N,W,M60bus,Beer Garden",21634948,90,30
3043,4170796,MODERN AND COZY FLAT w/ BACKYARD,733543,75,30
3044,4172303,Stunning Sublet Red Hook Garden Loft,2694183,225,30
3045,4172633,Cozy one bedroom apt at the center of Astoria,21652004,110,30
3046,4173751,Lovely Apartment in Harlem West,9197440,99,30
3047,4174115,Spacious Soho Loft,5739699,500,30
3048,4174847,Quiet bedroom in a zero-waste household.,21663531,43,7
3049,4178851,Lofty Living: Heart of Williamsburg,21680683,349,3
3050,4181102,Massive bedroom in Trendy Chinatown,908906,100,30
3051,4183424,Charming West Village 1 bdrm,9405848,118,28
3052,4183664,Cozy Room for 1,21705739,71,30
3053,4183801,"Colorful apt, 2 bedrooms,  25 mins to Manhattan",21706654,80,30
3054,4183989,SOHA Clean & Cozy ZEN-Style Rm Near All - Harlem,919218,65,30
3055,4187653,Great Deal.,12360407,85,30
3056,4188807,Spacious Bedroom in a Brooklyn House,4152484,72,30
3057,4189577,Tranquil East Village 1BD,18199840,160,30
3058,4191257,Spacious 2 story Apt in Midtown!!,17106992,200,30
3059,4194494,Unique Full-Floor 2br/2bath in the Heart of SoHo,10367443,397,30
3060,4198695,Large and furnished,21782731,53,30
3061,4199782,Park Slope's - Pied à Terre (1-Bedroom Apt),21789707,146,30
3062,4204302,Prime W. Village location 1 bdrm,17550546,180,1250
3063,4206034,Clean and Huge Studio in Safe Area,18382740,115,7
3064,4206087,Spacious Artist's Studio,2423107,120,30
3065,4211276,"Beautiful, Spacious Brooklyn Home",21064917,275,30
3066,4216183,Cozy and Vibey Apt in Williamsburg,14565233,115,30
3067,4216813,Penthouse w/Terrace Williamsburg,9904977,200,3
3068,4217758,Beautiful Place in Bushwick/Ridgewood,10618980,89,2
3069,4218067,Central One Bedroom Manhattan Apt,20448670,109,30
3070,4220151,"Clean/Quiet Apt, Great Location, with washer/dryer",21903562,92,1
3071,4225569,Lovely Astoria Studio-close to NYC!,21929547,107,1
3072,4225738,1 BR/terrace Apartment in Boerum Hill,835105,124,30
3073,4225745,Cute Studio in Trendy Neighborhood,21930475,73,30
3074,4226098,W. 80's Central Park 3 Blocks Walk,21930989,69,30
3075,4227161,New York I Love You 7 Bedrooms,20318233,1050,3
3076,4227499,Cozy Home w/Private Garden&Hot Tub!,2811458,345,30
3077,4227554,"Big private 2BR, just minutes to Manhattan!",21941065,190,30
3078,4232865,Beautiful Oasis,21964818,250,30
3079,4235620,Elegant furnished 1BR apartment,21979970,100,30
3080,4240861,Small Private Studio!,22005943,90,2
3081,4241028,Private Studio Apartment,22006854,89,1
3082,4244476,Sunny and Funky Greenpoint Room,782008,75,30
3083,4244576,Very clean/comfortable shared room,21977919,41,30
3084,4244634,Brooklyn Charm-20 mins to Manhattan,68578,135,5
3085,4248788,W70s Lg. Studio with outdoor space,22047286,250,30
3086,4249342,Prime Location X-LARGE Room in Luxury Bldg w/Gym,2495483,120,7
3087,4250746,Newly-Renovated 2BR/1BTH Garden Apt,22057975,140,7
3088,4258867,Charming Brownstone Apt Fort Greene,1663994,178,30
3089,4259427,Appartement en duplex de 3 chambres,21833312,220,6
3090,4260964,"Charming, private 1BR garden apt",16212001,150,30
3091,4261951,Beautiful 1 Bedroom in Midtown West,8533891,225,30
3092,4262707,"Upscale, JFK/Beach, modern 1BR apt.",22124628,99,7
3093,4263802,Fort Greene - Parlor One Bed,11189753,220,10
3094,4264049,Location Little Marcela,3250450,41,20
3095,4264127,Location Lucy,3250450,42,30
3096,4265471,Couch for Comfort,3294438,25,30
3097,4267133,Large private room in huge LES Apt,6793885,73,30
3098,4268286,Cozy brownstone bed & bath; pvt.ent,22158091,100,3
3099,4270499,Cozy One Bedroom Apt - Astoria,22171095,129,31
3100,4271059,Huge 2.5 bdrm in North Brooklyn!,208565,154,2
3101,4271877,New Private Bathroom Master Bedroom,21091779,59,1
3102,4273931,UPPER EAST SIDE DOORMAN BUILDING,22188911,300,30
3103,4274462,Spacious and cosy private room.,22189723,49,30
3104,4274589,Modern XL Tribeca apt with terrace,16666294,239,30
3105,4274595,Garden Oasis Apartment - 2 bedroom,22088164,204,3
3106,4276762,4Bedroom Manhattan Superhost triplex + deck+garden,2807798,481,2
3107,4277724,"Bright, Spacious Wburg APT w/ VIEW!",6894447,88,30
3108,4277980,The Jewel of Crown Heights- Franklin Ave,22209733,104,4
3109,4279260,Bright Scandi-inspired guest apt in private house,22216726,145,30
3110,4279323,"Cozy/spacious 3bd, room for rent",21140491,80,30
3111,4281241,Can't Beat this Central Location!,22227178,149,30
3112,4284848,Luxury Duplex Apartment in Gramercy,3262095,1000,1
3113,4285876,LES/Chinatown One Bedroom apt (all to yourself),22248783,80,30
3114,4293935,Beautiful  brownstone room,1141935,99,30
3115,4294546,Bright Apt Williamsburg-Greenpoint,13402436,219,1
3116,4294640,"Bedroom, balcony and best of NY.",21499988,56,30
3117,4294969,Welcome to my home,4473916,450,30
3118,4296710,NICE SPACE IN NYC,1260921,44,3
3119,4296956,Sharbell’s  Castle,22307859,250,3
3120,4297952,Awesome Chelsea 1 bedroom,22305520,152,2
3121,4299536,10 Minutes to Manhattan,17164818,170,6
3122,4302293,Private Room with 2nd Full Bath in Modern Art Apt,4600692,58,30
3123,4303600,Cozy & Bright Home Share for Young Professionals,253836845,60,30
3124,4305170,Cute ethnic cosy private studio!,5918341,145,31
3125,4308612,Holiday special! Best location!,16798055,189,30
3126,4308991,Sunny Room with Private Bathroom in Great Location,6195809,9990,30
3127,4309079,Big Sunny Room in Apartment With Views,22367030,137,30
3128,4309648,Ebony & Ivory Close to Manhattan Clean & Sanitized,13063145,161,3
3129,4310501,Spacious Bedroom in East Village,21127377,110,30
3130,4311233,Long-Term Rental!  Cozy 2br Apt in Williamsburg,12541368,101,30
3131,4311648,Modern & Sunny w/ Private Terrace,4644513,200,30
3132,4312431,2 Bedroom. Private apt. (L14),1834769,125,30
3133,4315934,The Brooklyn Haven Garden Apt,22405856,80,5
3134,4316648,Cozy quiet room,21020951,89,2
3135,4329728,Spacious room with view in Chelsea,2657430,116,30
3136,4331684,Modern 2-Bed Apt.- Great Location!,22487371,295,5
3137,4338541,Beautiful 1BR apt Upper West Side,22410033,150,30
3138,4339202,"**ASTORIA one private cozy, cute room** Nihongo ok",22527661,70,30
3139,4339924,"Penthouse Flat, Million-$-View, Best Area!",22530714,200,90
3140,4343860,Amazing Sunny Big Studio in East Village/ Union Sq,7679928,199,30
3141,4343913,Loft w/ Amazing Private Terrace& Private Entrance,20830,69,30
3142,4349358,Spacious UWS Apt. by Central Park,4158981,85,30
3143,4349695,Rustic Chic Private Living Room,22578720,69,30
3144,4350120,Spacious 3-room apt. in prime area of Brooklyn.,21457707,90,14
3145,4350495,Private Room for Rent,14194388,69,30
3146,4350952,Brooklyn Brownstone Clinton hill,5982086,39,30
3147,4351563,Rooftop Apt in Prospect Heights,16504161,145,30
3148,4352537,Beautiful Room In Gramercy!!!,22595345,79,14
3149,4354764,A private humble abode for you,16572955,90,2
3150,4356396,Cozy Studio in a great neighborhood (Upper East),20539345,125,120
3151,4356687,A Sunny Historic Brooklyn Bohemian,5301208,395,30
3152,4357892,New!!!  4 BR/2 Bth in a private house.,22727798,163,30
3153,4359718,Charming 2BD flt in Trendy Bushwick,841179,144,30
3154,4359756,"MANHATTAN VIEW, 12minutes from Times Square",2129777,185,2
3155,4359921,Bright Loft Style place  in the best of ASTORIA,22240236,250,30
3156,4362474,Adorable East Village 1 Bedroom,13481367,199,2
3157,4362570,Welcoming Park Slope Garden Apt.,19735589,220,2
3158,4363228,Magnificent Loft in East Village,3905383,180,30
3159,4365242,Beautiful spacious apt near subway,22658749,75,30
3160,4365276,Entire 2BR APT (not a railroad),3081990,164,2
3161,4365328,"Clean, cozy bedroom in sunny East Village/LES apt",2814004,120,30
3162,4365833,"Lux Baby Friendly Apt, Williamsburg, Brooklyn",208410,150,30
3163,4377929,Spacious 1Br in East Village,7245580,198,4
3164,4378951,Child-friendly 2BR w/ Yard access and Free Parking,510577,153,30
3165,4379145,specious 1bd apt on Saint Marks Pl,16598048,209,30
3166,4379307,"West Village Apt with patio, Steps from subway!",11742895,180,2
3167,4383734,Sunny room with private entrance,18674671,50,30
3168,4384181,Livin' La Vida Brooklyn (w/ Backyard!),457976,130,2
3169,4384442,Bedroom in Crown Heights,7010789,45,30
3170,4384820,N 6th & Bedford PRIME Williamsburg,22764554,135,30
3171,4386718,One bedroom near Central Park West,22502212,175,30
3172,4387152,Petit chalet with secret garden,22262958,140,3
3173,4387491,"Light Filled Spacious 1BR, with Cat",3597708,115,30
3174,4390865,Upper East Side 1 Bedroom Gem,22688555,172,30
3175,4392351,Beautiful 1 bdr apartment in Murray Hill,1475015,110,30
3176,4392596,Great room in a 2 BD apartment,20820856,70,30
3177,4392996,Heart of Upper West Side 1BR,844096,130,30
3178,4393519,Penthouse for 4th of July Weekend,6032373,200,2
3179,4394687,Upper East Side Studio,10952317,125,30
3180,4396939,Private Room in Midtown Manhattan,22827111,79,30
3181,4397455,Spacious 2 BD apt for long term stay-free parking,5912357,100,30
3182,4399721,Bedroom in Beautiful Brooklyn Loft,22840018,58,1
3183,4401193,"Private Studio, Columbia University",22205787,130,30
3184,4402117,GORGEOUS 2 Bedroom in Queens NYC,22780462,149,3
3185,4403928,Modern Apt Close to Manhattan,2558779,57,3
3186,4404544,"Beautiful, bright, quiet room w/ private bathroom",22864208,85,2
3187,4405156,"Cozy, Clean, Convenient Location",5787701,120,30
3188,4407557,Your home away from home...,2270166,115,30
3189,4410626,Spacious neo-country seaside loft,22893493,309,2
3190,4410643,AMAZING apt in the heart of the UWS!,22893778,99,30
3191,4412533,cozy tucked away in el barrio,22904933,40,4
3192,4415695,Cozy Room in Classic NY Apt//Lively Midtown Area,10074473,50,1
3193,4416970,Soaring Space in Laid-back Brooklyn,22628166,40,30
3194,4417912,Huge Apartment on Prospect Park,21571748,110,30
3195,4422017,"Private Spacious Rm, Prospect Park",22954228,49,30
3196,4424511,"Great location, cozy, near F, G, R!",3641595,160,7
3197,4426780,Convenient  Harlem studio,22980167,90,30
3198,4426877,"Sunny 2BR, 2BA duplex",11636894,203,30
3199,4428027,True Brooklyn Loft Experience,10396079,150,30
3200,4428854,Charming Furnished Private Room,1447684,55,1
3201,4428906,Family Friendly Park Slope House,2119928,380,30
3202,4430747,Adorable 1Bd Next to Subway in Bushwick - Brooklyn,747934,103,6
3203,4430819,Prime East Village One Bedroom Apt!,23002143,195,5
3204,4431247,1st Time/Solo/Duo Travelers!Charming Studio Share!,22382732,76,2
3205,4431674,HOME AWAY FROM HOME,21841949,150,30
3206,4436944,COMFORTABLE & COZY-2 STOPS BARCLAY,21841949,75,30
3207,4438459,Gorgeous 1 Bedroom in the heart of NYC: Chelsea,4967319,325,30
3208,4439664,Luminous Apt. Historic Area,12641307,81,30
3209,4440020,2 Bedrooms and One Bath Room,195137,185,5
3210,4440181,One bedroom in 2 bedroom apartment,23046908,64,30
3211,4440538,1 private bed room w/ balcony _ Queens NY,23048955,49,1
3212,4440611,Bright Spacious Bushwick Home,14546480,100,30
3213,4440751,Entire Amazing Chic Studio @ Lower East,3716641,99,30
3214,4446178,Bright & big apt 3 blks from subway,946323,125,30
3215,4447904,Beautiful Upper West Side,23083111,80,30
3216,4449058,Cozy Private Room in Upper WestSide,23089516,150,30
3217,4452723,Cozy 2BR apartment,2050338,90,5
3218,4453150,Cozy Holiday Apt in NYC,1580799,132,30
3219,4453233,Cozy Hells Kitchen/Times Sq 2BR,5827529,160,30
3220,4453484,Prime Artist Loft &  Exposed Brick,2166065,209,2
3221,4454122,Cozy Harlem Hideaway **,1390414,115,30
3222,4455094,West Village Style and Charm -Thoroughly Sanitized,13541655,120,2
3223,4455301,Pretty and Private in Clinton Hill,8490286,90,4
3224,4456004,Spacious Bedroom in Bushwick w/AC,1171707,60,30
3225,4456312,Spacious Bright Bronx Private Room for Rest/Study,3551179,59,30
3226,4456555,Entire flr-thru 2bdrm apartment near ProspectPark!,747671,180,30
3227,4457556,cozy queen for 2 in el barrio,22904933,39,30
3228,4460838,The Elizabeth,14758012,195,30
3229,4462491,Beautiful Loft in LES Manhattan!,302529,175,30
3230,4464508,Flatbush Gardens,23162890,85,30
3231,4469650,Huge 5BR Townhouse - LEGAL NYC B&B!,23189353,627,4
3232,4471513,NYC Apartment of Your Dreams,3740730,683,6
3233,4472978,Charming Studio in a Great location,5800619,183,1
3234,4479556,Amazing convenient 5 min  to city,23243453,225,30
3235,4480308,"Charming, Sunny Downtown Studio",5152761,200,30
3236,4480793,B's Suite,23249630,125,3
3237,4481474,B's Elegant Parlor Suite,23249630,135,3
3238,4481694,*NEW*  Modern Sunny Loft in Bushwick/Brooklyn,567972,120,30
3239,4482158,Lovely and Spacious Park Slope Home,23256032,160,30
3240,4485286,Luxury Apartment on Wall Street,14138135,179,30
3241,4492303,"Bright, lovely 1 bdrm near Central Park & metro.",7567309,179,30
3242,4492821,"Great location, spacious apt.",743716,120,30
3243,4493474,Cozy Bedroom in best area of FiDi,5777821,100,30
3244,4494217,Stylish West Village Artists Penthouse Loft,22720650,111,30
3245,4494705,1 bedroom in Brooklyn,11228023,50,30
3246,4497294,"Clean, quiet, safe 25Min Dwntn NYC",22831759,80,30
3247,4498927,Manhattan townhouse near subway,23334165,300,30
3248,4499097,Upper West Side Studio doorman bld,23334541,130,2
3249,4499976,Large Sunny 2 Bedroom + den - UWS,23338742,199,30
3250,4500272,"HUGE STUDIO-Cozy,Centrally Located!",2829908,149,30
3251,4500530,Charming Studio Center ofManhattan,129123,225,30
3252,4500794,"Sunny/artistic, Manhattan 2 bedroom",23342156,75,30
3253,4501164,Union Square Apartment + Private Backyard,17074459,97,30
3254,4504049,Blissfully Quiet Room,16151285,55,30
3255,4504115,Low budget-big room 20min to city,8581058,150,30
3256,4504353,"Sunny, Artsy Brooklyn Room",1607087,75,30
3257,4507262,Luxurious Village 1 bed!,2282450,127,30
3258,4509560,Reno Studio Gramercy~Sleeps3!,2119276,130,30
3259,4509664,2BR - Great West Village Location,23383529,205,30
3260,4513084,Beautiful Sunny Private Penthouse Suite,23401472,135,30
3261,4514042,Bushwick Duplex 1,3709510,80,1
3262,4517848,"Landmark 1 Bedroom has 2 beds, Free WiFi",7245581,59,180
3263,4518242,Zen MiniPalace Astoria,23424461,80,30
3264,4530085,Cosy East Village apartment!,2277244,180,30
3265,4530160,Large apt in heart of Williamsburg,9997747,200,3
3266,4530432,Landmark Parlor Studio near train has 2 beds.,7245581,63,30
3267,4532913,Williamsburg private clean cozy RM,20164579,66,1
3268,4537198,Huge room wt bathroom + entrance,6926899,90,30
3269,4537297,Rosa B Private Apartment! Quiet and Safe Area.,1509863,75,30
3270,4537500,Location Nancy,3250450,45,31
3271,4538012,Bright Harlem Home in New Building!,12879538,73,1
3272,4538274,"Country Vibe, Big City Feel",23532244,150,2
3273,4539483,Colorful Studio Near Columbia Univ.,2968247,99,3
3274,4539520,Spacious 1 Bedroom in Bohemian Comfort,23538896,174,4
3275,4539943,Nice & bright room in Bushwick,8581058,200,30
3276,4541102,"Perfect 2 Bed Bklyn Apt, near SUNY Downstate!",23548583,118,30
3277,4545882,Amazing studio/Loft with a backyard,23569951,220,30
3278,4545999,Your Brooklyn Nook,23570473,56,30
3279,4546034,1BR by 1&A trains,23570593,42,2
3280,4546721,Large 1 bdrm near L in Williamsburg,23573737,120,30
3281,4547273,Beautiful Spacious Studio By Park,10411359,77,30
3282,4549248,Cozy One Bedroom in Williamsburg!,22089583,200,30
3283,4549555,"Studio Space, 10 minutes to Central Park and river",6571805,59,2
3284,4549557,Central Harlem,23588055,206,30
3285,4549930,Charming apt close to everything!,19196381,125,5
3286,4550602,Cozy & Clean #3,23533897,120,1
3287,4550747,Cozy & Clean #4,23533897,150,3
3288,4554577,Bright and Cheerful Prospect Heights 1-bedroom,22568612,95,30
3289,4556564,Private Room in Spacious Uptown Apt,23612276,71,28
3290,4557370,Holiday in Manhattan!  Great Views!,7257731,99,13
3291,4557832,Sunny Apartment in  Beautiful Brownstone,23628103,101,30
3292,4559096,$99 Manhattan/Time Sq.,23635670,115,1
3293,4563401,MIDTOWN APARTMENT WITH SPECTACULAR VIEW,22885233,215,6
3294,4564292,HEART of NEW YORK // ニューヨークの中心,23659408,107,30
3295,4564840,"Woodsy-chic Lofted 1BR, Office, AC",1019170,130,28
3296,4567518,Cozy 2BD Near Columbia Univ,23671946,150,30
3297,4567820,Lovely Studio on the edge of the McGolrick Park,5650951,75,28
3298,4571518,Park Slope - Furnished  room in 2BR,23697064,99,30
3299,4571925,Funky East Village Garden Apt.,23699355,168,30
3300,4572225,Columbia UWS 1BD Apt-Quiet & Comfy,14768898,148,30
3301,4573728,Cool & Cozy 2B/1BA in prime LES!,23708028,239,3
3302,4573897,Private BR in Bright Modern Apartment,21935479,95,2
3303,4576206,Brooklyn Brownstone Beauty,22017065,250,3
3304,4576821,"Charming apt. in Brooklyn, New York",4362140,140,30
3305,4579151,Cozy 2 bedroom apartment available. Private,23736673,70,30
3306,4582781,Prime Williamsburg duplex Bedford L,304385565,232,2
3307,4582785,Between Central Park and the Subway,13161042,200,30
3308,4585748,1 Private BD in Prime Williamsburg,4743258,65,30
3309,4586448,East Village Townhouse,8503180,1500,30
3310,4587321,Bright 3 bdrm in East Village,23778946,400,30
3311,4592475,Private Terrace in Brooklyn!,4445796,102,30
3312,4593770,Sunny & spacious 1 bedroom gem!,23812318,90,30
3313,4593939,Charming and Convenient Garden Apt,5050537,56,30
3314,4594389,Furnished 2BR in UES (30 DAYS MIN),23772724,110,30
3315,4596378,Cozy room not too far from LaGuardia Airport,23824219,51,3
3316,4598265,"Hamilton Hts Beauty, Manhattan 1 BR",23834677,171,1
3317,4601325,Cozy private bedroom in Manhattan,23847354,67,30
3318,4603012,Spacious 1BR Apt in converted Pencil Factory,45609,154,30
3319,4604991,Confortable and private room.,23861788,70,3
3320,4605840,Large Sunny Bedroom With great View,23788242,100,3
3321,4606385,Coziest 2BD Brownstone in Jefftown,3184878,150,30
3322,4606473,Radiant 2bed E Village Apartment,23862900,219,30
3323,4606614,Uptown Convenience & Comfort,23870076,150,30
3324,4611203,Large 1 bedroom apt - can sleep 4,11702175,170,30
3325,4613154,New York City Studio,23899573,150,30
3326,4614091,"Big Kitchen, Beautiful Bathroom",16437254,214,30
3327,4614838,"2 Bedroom, 1 Bath Hell's Kitchen",1698391,272,30
3328,4616452,Upper East Side Spacious 2 Bedrooms,23915731,249,30
3329,4621213,"Cozy 2 bedroom, near Central Park",23899821,190,30
3330,4621217,Gramercy~New 1BR~Sleeps4~Rono~,2119276,144,30
3331,4621713,Prime Union Square! Large 1BR~Great value,2119276,100,30
3332,4623217,Bright and Charming Studio East V.,23945185,100,30
3333,4623635,Historic Brownstone Duplex,1136842,329,6
3334,4624521,"Financial District Oasis, Cozy Private Bedroom",9072771,149,12
3335,4624874,Flatbush Gardens II,23162890,72,30
3336,4628804,Cozy Room in NYC!  =),23971734,45,5
3337,4629599,Coozy Room In Park Slope.,22503794,95,30
3338,4629726,Sunny Studio,23971405,100,30
3339,4629753,Bright& Large Apartment in a amazing neighborhood.,21785284,250,30
3340,4629870,"Super Quiet, Private Patio",16437254,171,30
3341,4632795,Location Top Manhattan,3250450,100,30
3342,4632852,"Spacious, rustic barn style bedroom",23991556,89,30
3343,4636643,"Sunny, Spacious 1 Bdrm in E. Vil.",24007762,125,30
3344,4637014,法拉盛中心温馨两房两厅. 近一切。,12459436,89,30
3345,4637053,Beautiful Astoria apt next to Manhattan,24009463,250,180
3346,4637146,Gorgeous Parlor Floor Suite near Subway,1755097,162,30
3347,4638086,Clean and Sunny Williamsburg Loft,655956,200,30
3348,4639179,"Private room, minutes from subway!",3571821,44,30
3349,4639746,Charming Studio in Carroll Gardens,6470787,100,30
3350,4640515,"Cozy, best rated Harlem private room!",56120055,49,1
3351,4641291,Room in queens covenient safe locat,24030482,99,30
3352,4642913,Spacious Bright and Airy,16035346,120,7
3353,4643192,Quiet 1 Bedroom near Union Square,6694436,139,30
3354,4643199,NEW! 2-BR Apartment with Tub,13347167,126,30
3355,4643295,Great one bedroom loft space in Manhattan,4094284,140,30
3356,4644669,Upper East Side,24046558,325,3
3357,4644828,Hip&Central! Charming Williamsburg!,805843,175,30
3358,4644914,Cozy Apartment on the UES,17844434,200,3
3359,4645170,Private Room with Queen size bed,22827111,79,30
3360,4645319,Beautiful private unit in the heart of Brooklyn,2520125,50,60
3361,4650725,Lovely Room in a 2 BR in Greenpoint,24075308,85,30
3362,4651354,Lower East Side True 1 BR,24020050,179,5
3363,4654374,3BR Central Park view / Fifth Ave / celebrity apt,24092402,703,30
3364,4656361,"Large, Cozy One Bedroom Apartment",8291260,44,30
3365,4659046,Large eclectic studio East Village,1420868,230,1
3366,4659285,Manhattan! Bunk beds for 10,23334165,375,30
3367,4660022,Best Block Clean Luxury Loft in SoHo,745486,1029,5
3368,4660964,"Cozy 1BR, 5 minutes from the train",24118443,98,30
3369,4661135,SUNNY GUEST BDRM in Fort Greene!,3175065,68,20
3370,4662784,Lovely Duplex in Brooklyn,21688465,171,30
3371,4663804,Cozy Room by CentralPark-Times Sq,24132118,79,30
3372,4663807,Entire 2 Bedroom Apartment - 20 min to Times Sqr,4098538,55,30
3373,4666584,Unique 2 Bed/2 Bath Duplex Apt,24144577,275,3
3374,4666794,Cozy Bedroom in Large Apartment,18511357,60,30
3375,4667046,Sleek retreat in the heart of NYC,24146326,179,3
3376,4668252,Furnished studioB UES (30 days MIN),23772724,99,30
3377,4669382,Backyard Private Dog Oasis & Boho Chic 1 Bedroom,181581,109,30
3378,4671712,Spacious luxury loft Downtown NYC,1901846,100,30
3379,4671824,Master Bedroom by Yankee Stadium,190409,60,1
3380,4677654,"Good, clean quite, and private!",10387090,39,30
3381,4678514,Cozy 1BR in the heart of Harlem,23939128,80,30
3382,4678943,"Cozy, Comfortable Full Amenity Apartment",6778700,90,30
3383,4679967,Big quiet room in Harlem,7304425,56,30
3384,4686678,LARGE GREAT STUDIO HELLS KITCHEN,7759020,150,30
3385,4688209,Single Private  RM Near Central Park North,15198359,65,30
3386,4688418,Spacious 2BR in UES - 30 DAYS MIN,23772724,99,30
3387,4690677,Flatiron studio next to Madison Pk,19007585,110,30
3388,4691649,New Studio Loft in Williamsburg w/ Private Terrace,8501698,140,30
3389,4693338,"Brooklyn off J/Z, Newly Renovated",9123948,46,30
3390,4694179,Artsy and Cozy 1b. - Walk Everywhere!,3753306,180,30
3391,4694480,1000 SQ FT Cobble Hill Übercharmer,24268565,300,30
3392,4695408,Spacious bedroom for Summer Months,15642271,60,30
3393,4699535,Light and Spacious your 1BR Fort Greene Apt Awaits,41358,155,30
3394,4700082,Fort Greene Brooklyn 1 bedroom apt,21409261,119,30
3395,4700565,Charming Bohemian Bushwick Apt,24298733,48,30
3396,4704813,New York Upper East Side Luxury Apt,24319884,235,30
3397,4705670,"Private, quiet spacious room with tons of sun!",24117644,60,30
3398,4706957,Amazing location! Cozy apartment!,633339,60,30
3399,4707057,"Private, sunny room!",6327629,90,30
3400,4707159,NEAR TIMES SQUARE & CENTRAL PARK!,529546,125,30
3401,4707959,Quaint Flat Available in Harlem,3997164,40,30
3402,4708314,Spacious Williamsburg Retreat,1265619,120,6
3403,4708609,Skyline View Piano Room,19972390,75,14
3404,4709252,ROOM AVAILABLE IN PERFECT FLAT,1511206,150,30
3405,4710315,Comfy 2Bdr Railroad in Greenpoint,129558,135,30
3406,4710488,Stunning Pre-war Penthouse Studio,24344873,200,30
3407,4714854,Cozy 2BR in the UES (MIN 30 DAYS),23772724,99,30
3408,4715740,1 BR with Steinway Grand Piano,13976132,130,30
3409,4717237,Spacious Apt in Bushwick!,2358032,98,4
