id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7002884,Studio with East River View,36713105,Markus,Manhattan,East Harlem,40.78551,-73.94167,Entire home/apt,99,30,4,2016-05-21,0.06,1,0
7003060,Charming Brooklyn Brownstone,1537658,Erin,Brooklyn,Clinton Hill,40.6855,-73.96042,Private room,114,30,9,2016-11-27,0.46,1,0
7003788,Luxury Apt 10mins Manhattan,21773199,Joo,Queens,Long Island City,40.7458,-73.94441,Entire home/apt,149,30,4,2015-10-17,0.06,1,0
7004408,Cozy & Zen Manhattan Soho Appartment,21641864,Yann,Manhattan,SoHo,40.72763,-74.00254,Entire home/apt,230,6,94,2021-07-20,1.48,1,250
7004933,Private Bathroom! UES-Manhattan-Female Only,26499961,Camille,Manhattan,Upper East Side,40.77295,-73.95468,Private room,78,30,12,2016-07-01,0.17,1,142
7005119,Columbus Circle Central Park,36723058,Carrie,Manhattan,Upper West Side,40.77126,-73.98458,Entire home/apt,124,7,1,2021-07-14,1.0,4,67
7010681,Gorgeous Garden Apt Steps To Park,36754170,Steve,Brooklyn,Prospect-Lefferts Gardens,40.65478,-73.96122,Entire home/apt,121,30,2,2015-08-03,0.03,1,0
7015831,Relaxing bedroom in 6br apartment,36029533,John,Brooklyn,Bushwick,40.69034,-73.91666,Private room,35,30,1,2015-07-28,0.01,1,0
7019195,Essex House - Central Park View,36793116,Adir,Manhattan,Midtown,40.76495,-73.97886,Entire home/apt,335,30,8,2020-08-31,0.31,5,263
7020266,Private room in sunny apt.,3524653,Simona,Brooklyn,Williamsburg,40.71654,-73.94261,Private room,100,2,22,2019-09-15,0.3,1,207
7023033,♡Private Rm/Women's Safe Art Home♡,54255,Sarah,Brooklyn,Bedford-Stuyvesant,40.68378,-73.93239,Private room,99,2,4,2015-10-07,0.05,3,215
7023437,Loft rental off of Graham!,1298759,Frances,Brooklyn,Williamsburg,40.71303,-73.94063,Entire home/apt,220,30,2,2015-08-15,0.03,1,0
7023583,LG Bright Apartment,36816110,Katie,Manhattan,Morningside Heights,40.80462,-73.96185,Private room,45,30,4,2018-01-06,0.06,1,0
7023818,Near Central Park & Grand Central,36817279,Steve,Manhattan,Midtown,40.75944,-73.96704,Private room,105,30,18,2018-05-06,0.34,1,364
7024079,Best Location near Columbia U,36818817,Mifan,Manhattan,Morningside Heights,40.80395,-73.96531,Private room,50,30,3,2015-06-28,0.04,2,0
7024138,Sunny - Large Two Bedroom,12930988,Be,Manhattan,Upper East Side,40.78414,-73.94834,Entire home/apt,126,2,147,2021-07-19,2.44,1,234
7024303,LIGHTFILLED ONE BEDROOM LOFT,2750745,Sarah,Brooklyn,Bedford-Stuyvesant,40.69039,-73.95947,Entire home/apt,198,30,4,2017-10-29,0.09,1,0
7024538,Sublet entire apt in Brooklyn,16112564,Laszlo Jakab,Brooklyn,Brooklyn Heights,40.69382,-73.99334,Entire home/apt,130,30,1,2015-06-29,0.01,1,0
7024774,Our beautiful apt in Fort Greene,703023,Rebecca,Brooklyn,Fort Greene,40.69337,-73.97008,Entire home/apt,150,30,3,2019-06-30,0.04,1,1
7025026,Prime West Village w/Outdoor Patio,3011750,Drew,Manhattan,West Village,40.73818,-74.00336,Entire home/apt,149,30,5,2016-05-15,0.07,1,0
7032396,Large 1Br Apt + Balcony in LES!,3716646,Elena,Manhattan,Lower East Side,40.71922,-73.98316,Entire home/apt,240,30,1,2015-09-16,0.01,1,0
7036079,2BR apt. in converted church with large terrace,5781885,Annika,Brooklyn,Cobble Hill,40.68952,-73.99789,Entire home/apt,245,30,6,2017-08-07,0.1,1,0
7036435,Quiet Bushwick Bedroom,5476372,Stonie,Brooklyn,Bushwick,40.69145,-73.92151,Private room,35,30,3,2016-12-24,0.05,1,0
7037791,Alexander's 2BR Quarters,36899834,Juan,Brooklyn,Bedford-Stuyvesant,40.68766,-73.93861,Entire home/apt,185,30,151,2020-09-15,2.06,1,204
7037918,"Near LGA, Citifield, US Open Tennis",36242220,Carmen,Queens,East Elmhurst,40.7655,-73.86577,Private room,60,30,231,2019-12-31,3.17,1,365
7038801,Private room in the best part of BK,36907706,Brad,Brooklyn,Crown Heights,40.6696,-73.94685,Private room,33,30,57,2020-10-01,1.19,1,33
7043817,Williamsburg family home -3 bedroom,20270730,Lou,Brooklyn,Williamsburg,40.71568,-73.93917,Entire home/apt,499,5,4,2016-01-01,0.06,1,0
7047076,Patio Oasis in Upper East Side,3434070,Margaret,Manhattan,Upper East Side,40.77758,-73.9459,Entire home/apt,165,4,8,2016-08-08,0.12,1,0
7048508,"Welcoming, Clean, Cheap on St Marks",26389845,Felipe,Manhattan,East Village,40.72817,-73.98542,Private room,130,30,8,2015-09-06,0.11,2,0
7050316,Best Location near Columbia U,36818817,Mifan,Manhattan,Morningside Heights,40.8046,-73.96545,Private room,50,30,1,2015-07-06,0.01,2,0
7051619,Big Studio-One Stop from Midtown,36980964,Christopher,Queens,Long Island City,40.75164,-73.93655,Entire home/apt,164,30,5,2015-10-11,0.07,1,0
7053353,Large PB w/ Half Bath in Astoria,8002698,Jeremy,Queens,Astoria,40.75819,-73.911,Private room,27,30,3,2016-08-01,0.06,1,0
7053502,Artist Ft Greene Brownstone - vaccinated host,36894011,Miriam,Brooklyn,Fort Greene,40.68965,-73.97425,Private room,106,2,102,2021-07-05,1.72,1,221
7053815,HUGE Entire Flr. Private Entry/Bath,18600674,Jeannie,Brooklyn,Greenpoint,40.7196,-73.94001,Private room,400,100,128,2018-05-10,1.8,1,359
7054585,"Spacious Loft in NYC, close to all",24830540,David,Brooklyn,Williamsburg,40.71056,-73.95101,Private room,85,30,1,2015-10-07,0.01,1,0
7054797,"2 brm, fully equip  bth/rm, kitchen, 2nd fl walkup",32220047,Dalton,Queens,Springfield Gardens,40.6849,-73.75854,Entire home/apt,150,30,15,2020-09-17,0.43,3,147
7059663,WALk 2MOMACENTRAL PARK 1bedroomliving roomQtrain,29204097,Jason,Manhattan,Upper East Side,40.77729,-73.95118,Entire home/apt,224,2,27,2021-07-13,0.77,1,89
7065307,Central Soho Apartment,4242708,Jen,Manhattan,SoHo,40.72588,-74.00144,Entire home/apt,150,4,12,2018-10-29,0.21,1,0
7065653,Modern One Bedroom in Kips Bay (4),1306850,Kalpana,Manhattan,Kips Bay,40.7402,-73.97935,Entire home/apt,150,30,7,2016-11-12,0.12,1,0
7066122,1 BEDROOM PENTHOUSE W AMAZING VIEWS,7951613,Andrew,Queens,Long Island City,40.74199,-73.95854,Entire home/apt,125,30,7,2016-05-30,0.1,1,0
7066414,Fabulous Apartment with Soaking Tub,13347167,AFI Apartments,Manhattan,Upper East Side,40.77532,-73.95518,Entire home/apt,85,30,4,2021-06-09,0.21,30,101
7070705,Room in heart of Williamsburg,37072479,Joseph,Brooklyn,Williamsburg,40.71905,-73.95937,Private room,90,30,7,2018-10-21,0.15,3,0
7071657,Spacious Upper East Side  one bedroom apartment!,4909308,Francesco,Manhattan,Upper East Side,40.77432,-73.95106,Entire home/apt,234,1,46,2021-07-23,0.96,1,229
7071677,"Cozy room in Bushwick, Dekalb L train, Backyard!",37076121,Christopher,Brooklyn,Bushwick,40.69946,-73.92108,Private room,47,30,2,2017-08-31,0.03,1,0
7072541,"1Bdr Artist Apt. (L,M,J,Z trains)",35819315,Jon,Brooklyn,Bushwick,40.69374,-73.92077,Entire home/apt,141,14,24,2021-07-01,0.33,2,0
7074488,"Bilevel Penthouse: Park, City Views",43772,David,Brooklyn,Greenpoint,40.72205,-73.94941,Entire home/apt,272,30,3,2015-08-12,0.04,1,0
7074504,Lovely private room with half bath,37091023,Olivia,Brooklyn,Park Slope,40.67234,-73.9825,Private room,100,30,1,2015-07-19,0.01,1,0
7074961,"Spacious bright 2-bed duplex in Bed-Stuy, Brooklyn",37095710,Mary,Brooklyn,Bedford-Stuyvesant,40.68854,-73.95937,Entire home/apt,160,30,3,2016-08-30,0.05,1,0
7084621,Renovated W. Village 2 bed 2 bath,27919510,Alexander,Manhattan,West Village,40.7368,-74.00519,Entire home/apt,350,30,7,2017-01-01,0.1,1,0
7086310,Chic room in big apt near Columbia Medical Center,37138042,John And Kelsey,Manhattan,Washington Heights,40.83767,-73.94616,Private room,82,3,129,2021-07-18,2.02,1,160
7087255,Charming Windsor Terrace Home,3974249,Amanda,Brooklyn,Windsor Terrace,40.6534,-73.97387,Entire home/apt,168,30,16,2019-08-12,0.27,1,0
7087752,Lovely Room in Wonderful Apartment,12602098,Benjamin,Brooklyn,Bedford-Stuyvesant,40.67979,-73.95102,Private room,55,30,2,2015-07-10,0.03,1,0
7089639,"Cozy Room, Heart of East Village",19834927,Ryan,Manhattan,East Village,40.72382,-73.98171,Private room,80,30,3,2016-01-02,0.04,1,0
7090264,Bed-Stuy 1BR garden apt,10285950,Christina,Brooklyn,Bedford-Stuyvesant,40.68343,-73.92074,Entire home/apt,95,30,6,2021-03-06,0.11,1,265
7091014,Cute and Cozy in South Slope/Gowanus Brooklyn,24825760,Jacky,Brooklyn,Gowanus,40.66564,-73.99279,Private room,70,2,18,2017-09-04,0.3,1,246
7091390,Apartment on Riverside,14329995,Nikolas,Manhattan,Harlem,40.82697,-73.95321,Entire home/apt,125,30,2,2018-06-25,0.03,1,0
7092505,Duplex Studio: Cleaning CDC guidelines implemented,7503643,Vida,Brooklyn,Greenpoint,40.7255,-73.94134,Entire home/apt,129,30,7,2021-06-20,0.1,45,337
7093122,Perfect Downtown Location in Nolita,36562419,Dan,Manhattan,Nolita,40.72123,-73.99513,Private room,90,30,1,2015-07-17,0.01,1,0
7093920,Roosevelt Island Charm,37181980,Svetlana,Manhattan,Roosevelt Island,40.76189,-73.95065,Private room,93,2,218,2021-07-25,3.09,1,318
7094112,"Stuyvesant, East Village",12749467,Naomi,Manhattan,East Village,40.73088,-73.98893,Entire home/apt,199,30,6,2016-07-30,0.14,4,244
7094262,53rd & 3rd Midtown Manhattan,22625462,Gwendolyn,Manhattan,Midtown,40.7572,-73.96915,Entire home/apt,149,30,14,2016-05-01,0.19,1,0
7094462,Adorable One Bedroom in Greenpoint,10896584,Julianna,Brooklyn,Greenpoint,40.73227,-73.95875,Entire home/apt,120,30,6,2015-10-04,0.08,1,0
7094619,Luxury Apt in Prime Location,37186427,Olta,Manhattan,Kips Bay,40.74403,-73.97938,Private room,120,30,1,2015-07-24,0.01,1,0
7095534,Private BR in ABC,37191710,Kevin,Manhattan,East Village,40.72467,-73.98334,Private room,110,30,1,2015-07-23,0.01,1,0
7095888,A Spacious & Homelike Brooklyn Stay,32252422,Mckinley,Brooklyn,Canarsie,40.64646,-73.89113,Entire home/apt,125,2,59,2021-07-05,2.16,2,334
7101822,Bright & airy 2BR penthouse apt,3627066,Andrea,Brooklyn,South Slope,40.66734,-73.98898,Entire home/apt,190,30,2,2015-10-10,0.03,1,0
7105865,Large Room in Upper Manhattan,24797068,Amber,Manhattan,Washington Heights,40.83664,-73.94572,Private room,45,30,1,2016-08-19,0.02,1,0
7108852,Gorgeous apt in the heart of BK,20439826,Matt,Brooklyn,Bedford-Stuyvesant,40.6923,-73.95414,Entire home/apt,120,3,14,2019-05-27,0.2,1,0
7108992,Huge Upper West Side Apartment - 3 rooms,3801047,Anna,Manhattan,Upper West Side,40.79855,-73.96999,Entire home/apt,187,30,1,2015-09-05,0.01,1,0
7111775,Charming Park Slope Studio,37252712,Shira,Brooklyn,Park Slope,40.66999,-73.98388,Entire home/apt,80,30,5,2017-10-22,0.12,1,0
7116034,Beautiful room. Private bathroom.,16296388,Mario,Brooklyn,Bushwick,40.68412,-73.91045,Private room,37,30,4,2016-12-28,0.07,1,0
7116071,30 Minutes to Manhattan / Sleeps 7,36903907,Moe,Brooklyn,Bensonhurst,40.61266,-74.0011,Entire home/apt,145,30,235,2020-12-27,3.95,1,365
7116273,Sunny private room close to all,37166807,Jake,Brooklyn,Sunset Park,40.65876,-73.99908,Private room,65,30,37,2016-08-30,0.53,1,0
7124926,Sunny 2BR in Heart of Fort Greene,2055744,Hila,Brooklyn,Fort Greene,40.68662,-73.97442,Entire home/apt,149,30,1,2015-12-31,0.01,1,0
7127458,Great 1 bdr in a 1 bedroom apartment. Great deal!,37332180,Thibault,Queens,Astoria,40.76221,-73.9112,Entire home/apt,70,30,10,2017-06-03,0.14,1,0
7129972,"Beautiful, modern SoHo/TriBeCa apt",3704762,Akash,Manhattan,Civic Center,40.7151,-74.00445,Entire home/apt,169,30,8,2015-12-01,0.11,1,0
7131007,Cozy Home in Brooklyn Brownstone,2830197,Roberta & Rob,Brooklyn,Bedford-Stuyvesant,40.68651,-73.95419,Entire home/apt,100,30,14,2017-10-15,0.19,1,0
7132891,Bohemian & Chic Apartment.,23988743,Rachid,Brooklyn,Bushwick,40.69178,-73.92573,Private room,75,30,24,2019-10-14,0.34,1,362
7133488,Private room in Astoria Broadway st,37188098,Ashraful,Queens,Astoria,40.75852,-73.92606,Private room,84,30,32,2016-06-27,0.5,2,201
7141549,"Sunny, beautiful and spacious room in Midtown",16396714,Andrea,Manhattan,Kips Bay,40.74196,-73.97985,Private room,85,5,21,2021-07-01,0.38,1,0
7142734,1 Bedroom w/Jacuzzi in Private Home,37405985,Jenny,Queens,Forest Hills,40.71754,-73.85141,Private room,109,1,122,2021-08-01,1.94,1,216
7143587,Quiet 1-BR in SoHo; Private Rooftop,37410263,David,Manhattan,Little Italy,40.72,-73.99733,Entire home/apt,159,31,8,2016-08-24,0.11,1,0
7149452,Clinton Hill Apartment,16478353,Ali,Brooklyn,Clinton Hill,40.68599,-73.964,Private room,65,30,6,2017-06-21,0.1,1,0
7151565,"Bottom half of duplex, Williamsburg",37453881,Hadrien,Brooklyn,Williamsburg,40.7165,-73.94263,Private room,95,30,6,2018-10-20,0.1,1,0
7158132,"Private 1 Bdrm, 1Bth, UES in NYC",961349,David Sean,Manhattan,Upper East Side,40.77547,-73.95221,Private room,200,2,2,2021-07-22,1.58,1,82
7158417,Dov & Naomi's Beautiful Apt.,15878233,Dov,Brooklyn,Kensington,40.64644,-73.97536,Entire home/apt,99,30,3,2018-07-31,0.05,1,0
7159258,Forrest and Bogart,292421,Steven,Brooklyn,Bushwick,40.70334,-73.93159,Private room,100,30,14,2018-08-29,0.37,1,0
7161189,Modern and spacious in Bed Stuy,37503617,Sonia,Brooklyn,Bedford-Stuyvesant,40.69203,-73.94611,Entire home/apt,150,7,3,2015-10-05,0.04,1,0
7172107,Upper West Side Family Escape,37565381,Rebecka,Manhattan,Upper West Side,40.79321,-73.96782,Entire home/apt,165,30,5,2015-12-28,0.08,1,0
7174695,"Lux, UES,  3Beds, Family Apt",36903246,Dana,Manhattan,Upper East Side,40.77613,-73.94977,Entire home/apt,700,30,1,2015-09-05,0.01,1,0
7176975,New/spacious 2 bedrooom 1.5 bath!,32933539,Maria,Manhattan,Washington Heights,40.83536,-73.94195,Entire home/apt,165,30,1,2016-06-29,0.02,1,0
7177958,Convienent 1-bedroom near Columbia,780952,Maria,Manhattan,Morningside Heights,40.80475,-73.96443,Entire home/apt,100,30,7,2016-10-10,0.11,1,0
7179646,Cozy Room in the Heart of Brooklyn!,37563411,Andrew And Talia,Brooklyn,Crown Heights,40.66852,-73.94962,Private room,55,30,47,2017-03-16,0.66,3,0
7180335,Comfortable Bedroom,3508047,Brian,Brooklyn,Bushwick,40.69847,-73.93322,Private room,35,30,1,2019-01-01,0.03,2,0
7181422,Cute 1br in Williamsburg,4993337,Stephanie,Brooklyn,Williamsburg,40.71007,-73.95272,Entire home/apt,110,30,2,2015-08-10,0.03,1,0
7182243,Private Room with Twin bed and Pullover bed...,30791331,Tsepak,Queens,East Elmhurst,40.75705,-73.88883,Private room,46,30,20,2018-09-30,0.33,2,0
7193201,Private RM in Heart of East Village,33739627,Natasha,Manhattan,East Village,40.7296,-73.98232,Private room,99,30,4,2015-10-24,0.06,1,0
7194138,Nice Carroll Gardens 2BR by F Train,16782665,Andrew,Brooklyn,Carroll Gardens,40.67344,-73.999,Entire home/apt,200,30,28,2016-12-20,0.46,1,0
7194538,"Big home, 3 floors, good 4 families - 2,800 sqft",37633503,Tina,Manhattan,Harlem,40.80818,-73.94964,Entire home/apt,420,3,69,2021-07-30,1.12,1,91
7194972,"Charming, Central Park Studio Apt",22502429,Doug,Manhattan,Upper West Side,40.78365,-73.97467,Entire home/apt,190,30,9,2015-09-13,0.13,1,0
7195202,Sunny central Wmsburg Apartment,2902496,Craig,Brooklyn,Williamsburg,40.71121,-73.94395,Entire home/apt,99,30,2,2015-11-29,0.03,1,0
7197915,The Heart of the Lower East Side!,37691482,Andrew,Manhattan,Lower East Side,40.72064,-73.98689,Entire home/apt,209,30,8,2018-05-28,0.2,1,0
7198878,sunny + comfy bedroom in greenpoint,30066276,Rachel,Brooklyn,Greenpoint,40.72379,-73.93897,Private room,55,30,1,2015-07-21,0.01,1,0
7199464,Upper West Side Rm by Central Park!,21651082,Brooks,Manhattan,Upper West Side,40.78487,-73.97816,Private room,68,30,1,2015-07-27,0.01,1,0
7200503,Bright/Large 1BR near Central Park,8920465,Laetitia,Manhattan,Upper West Side,40.79008,-73.97291,Entire home/apt,160,31,17,2017-12-11,0.23,1,300
7202170,Midtown East penthouse studio,37711914,Aleksandar,Manhattan,Murray Hill,40.75005,-73.97756,Entire home/apt,180,30,33,2019-11-30,0.53,1,0
7202368,Chic Studio Apartment in Bed Stuy,23952819,Jason,Brooklyn,Bedford-Stuyvesant,40.68589,-73.93335,Entire home/apt,85,3,151,2021-07-12,2.08,1,256
7204721,Charming Cozy Brooklyn 1BR,37188272,Rachel,Brooklyn,Crown Heights,40.67196,-73.95103,Entire home/apt,125,2,4,2016-07-25,0.06,1,0
7205064,Ideal for Long/Extended Stays,37703550,Steve,Manhattan,Washington Heights,40.84728,-73.93933,Private room,50,1,13,2021-03-18,0.73,2,329
7205212,Sunny Studio Next to Central Park,35651880,Ayesha,Manhattan,Upper West Side,40.79838,-73.96229,Entire home/apt,130,30,18,2017-07-30,0.29,1,0
7221712,"Williamsburg, Brooklyn Artist Loft",92436,Yasmin,Brooklyn,Williamsburg,40.70732,-73.95433,Entire home/apt,86,30,1,2015-08-01,0.01,1,0
7222354,"Sunny Upper East Side Apt, Balcony",18489745,Fon,Manhattan,Upper East Side,40.76446,-73.95603,Private room,86,30,2,2016-03-13,0.03,1,0
7222833,2BR/2BA luxury condo in W'Burg,6403403,Tony,Brooklyn,Greenpoint,40.72068,-73.95394,Entire home/apt,199,2,18,2017-04-17,0.3,1,0
7224028,Modest and Cute Room in Bushwick Brooklyn!,5998033,Eddie,Brooklyn,Bushwick,40.68969,-73.90619,Private room,22,30,3,2017-07-01,0.04,1,0
7224086,Private Bedroom in Bushwick,5570436,Fay,Brooklyn,Bushwick,40.7056,-73.91778,Private room,60,30,18,2020-01-19,0.25,1,364
7228259,NYC Excitement Meets Quiet and Comfort!,37101663,Adam,Manhattan,Harlem,40.82324,-73.95426,Private room,58,30,68,2021-07-01,1.52,1,40
7239527,CLEAN AND COZY UES,37903935,Gabriel,Manhattan,East Harlem,40.79831,-73.93961,Private room,70,30,1,2015-07-20,0.01,1,0
7239575,"2 Bedroom, UES",37904263,Talal,Manhattan,Upper East Side,40.76272,-73.95718,Entire home/apt,120,30,5,2016-07-15,0.08,1,0
7240002,Nice and Perfect Location Studio,14905080,Justin You,Manhattan,Morningside Heights,40.80738,-73.96179,Entire home/apt,75,30,1,2015-09-04,0.01,1,0
7240997,Modern 19th C West Village Charmer,2519631,Chavi,Manhattan,West Village,40.73491,-74.00151,Entire home/apt,252,14,10,2018-05-28,0.14,1,14
7241020,Spacious & Bright Artist Retreat,6697833,John And Laurie,Manhattan,Washington Heights,40.85642,-73.9365,Entire home/apt,115,30,2,2015-10-29,0.03,1,0
7243708,Spacious sunny room in Clinton Hill,3302103,Steph,Brooklyn,Clinton Hill,40.69091,-73.96579,Private room,65,30,6,2016-06-14,0.08,1,0
7244171,Cozy Studio Duplex,37915862,Greg,Brooklyn,East New York,40.67412,-73.8921,Entire home/apt,90,30,58,2021-06-27,0.8,2,234
7244824,Inviting Private Room in NYC.,37932285,Sarah,Manhattan,Harlem,40.81918,-73.95442,Private room,78,1,4,2021-07-10,0.06,1,143
7244923,East Village Duplex Private Yard,37934478,Edward,Manhattan,East Village,40.72851,-73.98169,Private room,139,30,9,2016-10-02,0.14,1,0
7247763,Master bedroom in artsy Bushwick,2483508,Sarah,Brooklyn,Bushwick,40.70389,-73.91645,Private room,44,30,1,2015-07-27,0.01,1,0
