id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7451145,RARE! Vintage 2 Bed Artist's Flat,918087,Jacqui,Brooklyn,Bedford-Stuyvesant,40.68765,-73.95145,Entire home/apt,130,30,1,2015-12-20,0.01,3,0
7454378,Beautiful Home for seasonal rental,39039509,Emmanuelle,Brooklyn,East Flatbush,40.6458,-73.94183,Entire home/apt,150,2,45,2020-04-19,0.76,2,277
7456166,Big 1 Bdrm; Roberta's / Morgan L with roofdeck,36849759,Peter,Brooklyn,Bushwick,40.70208,-73.9328,Entire home/apt,110,30,136,2021-06-21,2.09,1,111
7457673,NEW Modern Brooklyn 1BR Apt!,2203415,James,Brooklyn,Bedford-Stuyvesant,40.68698,-73.95012,Entire home/apt,85,30,6,2015-11-29,0.08,1,0
7460009,One bedroom apartment,37077716,Biruta,Brooklyn,Bay Ridge,40.63014,-74.027,Entire home/apt,55,30,10,2016-08-23,0.27,2,0
7460677,Cozy Sublet in Brooklyn,32691187,Paul,Brooklyn,Bedford-Stuyvesant,40.68632,-73.93067,Private room,60,30,7,2015-10-22,0.1,1,0
7461611,Extraordinary One Bedroom Apartment,28316637,Lisa,Brooklyn,Crown Heights,40.66493,-73.95543,Entire home/apt,144,5,75,2021-06-30,1.19,1,335
7461720,Townhouse Bonus Room w/Private Bath,942252,Kimberly,Brooklyn,Prospect Heights,40.67919,-73.9685,Private room,81,1,294,2021-07-28,4.17,2,26
7462019,LAKOU LAKAY- A HOME AWAY FROM HOME,39085295,Guerline,Brooklyn,Flatbush,40.64052,-73.95351,Entire home/apt,180,30,129,2019-12-29,2.0,1,308
7470123,Entire apartment in Williamsburg,39126862,Alexandra,Brooklyn,Williamsburg,40.70643,-73.95267,Entire home/apt,199,30,4,2015-12-29,0.05,1,0
7473810,Light-filled urban cabin,39143718,Sean,Brooklyn,Bedford-Stuyvesant,40.68171,-73.95705,Entire home/apt,400,30,9,2016-10-30,0.25,2,343
7473909,Beautiful Room in Central Brooklyn House,14291580,Ben,Brooklyn,Park Slope,40.67881,-73.9785,Private room,60,30,7,2018-09-02,0.1,1,0
7480066,"130/night, big and cozy, Brooklyn",4336763,Lary,Brooklyn,Park Slope,40.68123,-73.98034,Entire home/apt,130,1,4,2015-11-17,0.06,1,0
7480520,Renovated & Spacious Chelsea Studio,15887987,Benjamin,Manhattan,Chelsea,40.74062,-74.00009,Entire home/apt,181,30,98,2021-08-01,1.47,1,0
7480795,1 bedroom in The East Village,18576994,Jennie,Manhattan,East Village,40.72175,-73.98361,Private room,100,30,6,2015-08-07,0.08,1,0
7483853,"Spacious, private UES room",33983182,Kaivan,Manhattan,Upper East Side,40.78249,-73.94845,Private room,57,30,4,2016-07-01,0.06,1,0
7495497,Park Slope Loft,2045777,Michael & Katherine,Brooklyn,South Slope,40.66563,-73.9886,Entire home/apt,145,30,4,2015-10-12,0.06,1,0
7498074,Modern & Renovated | Great Location,13347167,AFI Apartments,Manhattan,Upper East Side,40.77107,-73.95742,Entire home/apt,113,30,6,2019-08-31,0.09,30,301
7498271,"3Bdr Artist Apt. (L,M,J,Z trains)",35819315,Jon,Brooklyn,Bushwick,40.69454,-73.92191,Entire home/apt,178,4,170,2020-08-16,2.5,2,221
7500228,"Charming cozy bedroom, Downtown",16960158,Monte,Manhattan,Battery Park City,40.71004,-74.01534,Private room,99,30,31,2016-06-20,0.49,1,0
7500270,Peaceful and Spacious Brooklyn Gem,21742272,Jenny,Brooklyn,Midwood,40.62513,-73.96358,Entire home/apt,81,30,13,2017-09-14,0.22,1,0
7500390,Modern Apartment in NOHO / SOHO,11279503,Bobby,Manhattan,Nolita,40.724,-73.99485,Private room,125,30,3,2015-09-21,0.04,1,0
7501292,Gorgeous 1BR w huge private terrace,5565918,Ted,Brooklyn,Bedford-Stuyvesant,40.69322,-73.93597,Entire home/apt,75,12,66,2020-12-27,0.91,1,0
7501668,"Great Room in Bushwick, Brooklyn!",39249461,Justin,Brooklyn,Bushwick,40.70671,-73.92187,Private room,65,30,3,2015-08-20,0.04,1,0
7501694,Prolonged Traveler's Dream( a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81245,-73.88756,Private room,60,30,19,2021-06-01,0.98,6,339
7501794,Nice & Sweat Apartment in Manhhatan,10131727,Alex,Manhattan,Harlem,40.80309,-73.9509,Entire home/apt,109,30,1,2015-09-03,0.01,1,0
7502146,Prolonged Traveler's Dream (a month first & more),32164030,Ikkyukim,Bronx,Hunts Point,40.81465,-73.88872,Private room,50,30,28,2021-04-01,0.41,6,365
7508560,Beautiful and Convenient,39335488,Mirlande,Manhattan,East Harlem,40.81404,-73.93642,Private room,85,3,150,2020-01-24,2.13,1,0
7508742,Wild Flower Nice quiet space Queen size bed.,26354652,Philbert,Brooklyn,Flatbush,40.64916,-73.96485,Private room,126,2,33,2021-04-25,1.04,4,276
7509362,Great BIG Upper West Side Apartment,29156329,Andrew,Manhattan,Upper West Side,40.80246,-73.96401,Private room,89,30,9,2018-09-05,0.12,1,0
7511452,Historic WoHo Townhouse,2588427,Rip,Manhattan,SoHo,40.72648,-74.00831,Private room,300,7,51,2017-07-15,0.75,2,142
7512811,A True Brooklyn experience,13873590,Ricky,Brooklyn,Williamsburg,40.70925,-73.95965,Private room,80,30,3,2015-08-12,0.04,1,0
7515281,"Clean private room, 20min from City",18277294,Noel,Brooklyn,Crown Heights,40.67158,-73.93481,Private room,40,30,1,2015-08-09,0.01,1,0
7515694,A charming Parisian style apartment,1825554,Chris,Manhattan,Chelsea,40.73897,-73.9971,Entire home/apt,210,30,11,2019-12-02,0.18,1,0
7516218,Modern 1 Bedroom in Dumbo / Vinegar Hill,60046,John,Brooklyn,Vinegar Hill,40.70305,-73.98368,Entire home/apt,149,30,34,2021-06-20,0.49,1,224
7516992,Bedroom in Midtown Apartment,29544115,Chisom,Manhattan,Midtown,40.75737,-73.96916,Private room,70,30,1,2015-08-24,0.01,1,0
7517614,"Cute, Eclectic, & Family Friendly",39389693,Sara,Manhattan,Harlem,40.83161,-73.94498,Entire home/apt,120,30,3,2015-09-19,0.04,1,0
7524934,Large light-filled master bedroom.,39298265,Julia,Manhattan,Harlem,40.8038,-73.95681,Private room,60,30,1,2015-07-25,0.01,1,0
7526715,Spacious Bedroom in Central Harlem,11203708,Elizabeth,Manhattan,Harlem,40.81,-73.94152,Private room,64,30,20,2018-12-09,0.28,1,0
7528664,"Small & Cozy Bedroom, L.E.S",20245055,Sade,Manhattan,Lower East Side,40.71295,-73.99081,Private room,65,30,45,2020-03-01,0.96,3,251
7534543,Garden apt with private entrance,12215421,Brian,Brooklyn,Park Slope,40.66663,-73.97528,Entire home/apt,105,30,68,2019-12-20,1.02,1,0
7535450,Upper East Side private bedroom near Central Park,39480845,Jen,Manhattan,East Harlem,40.79103,-73.94832,Private room,75,30,37,2016-02-14,0.51,1,0
7535791,"Big, bright loft in Williamsburg",39483454,Laura,Brooklyn,Williamsburg,40.71146,-73.95765,Entire home/apt,180,30,2,2015-08-02,0.03,1,0
7542840,Room in Upper West Side Manhattan,31799541,Eugene,Manhattan,Upper West Side,40.79294,-73.97151,Private room,75,30,12,2017-02-19,0.18,1,0
7543993,Triplex with private garden,7753501,B,Manhattan,Harlem,40.80902,-73.95156,Entire home/apt,400,30,1,2015-08-12,0.01,1,0
7545274,Charming 1 Bedroom Apt - Midtown East,25846948,Morgan,Manhattan,Upper East Side,40.76157,-73.96248,Entire home/apt,151,30,19,2017-06-26,0.3,1,0
7545750,Light Filled Studio Apartment,39539952,Jennifer,Manhattan,Inwood,40.86318,-73.92765,Entire home/apt,40,30,7,2018-01-02,0.12,1,0
7546039,Charming West Village Studio,39541748,Marcello,Manhattan,West Village,40.73827,-73.99956,Entire home/apt,185,30,4,2015-09-18,0.05,1,0
7547439,"Quaint, Quiet East Village 1 BR share",39549996,T.,Manhattan,East Village,40.72976,-73.98906,Private room,78,31,9,2019-04-18,0.28,1,0
7547481,Adorable Brooklyn Apartment,9646150,Lila (Eli),Brooklyn,Prospect-Lefferts Gardens,40.65874,-73.95929,Private room,45,1,163,2020-02-11,3.03,1,0
7547536,Quiet Greenwich Village Flat,17122110,Paul,Manhattan,West Village,40.73578,-73.99836,Entire home/apt,125,30,239,2020-03-08,3.59,1,252
7555283,Lovely 2 Bedroom in Upper West Side,39599671,Sara,Manhattan,Upper West Side,40.78885,-73.97352,Entire home/apt,200,31,12,2018-06-16,0.17,1,0
7556153,Fort Greene Sanctuary,16437254,Benjamin,Brooklyn,Fort Greene,40.68929,-73.97759,Entire home/apt,153,30,21,2021-03-21,0.72,19,303
7556669,Garden Facing Quiet Retreat,16437254,Benjamin,Brooklyn,Boerum Hill,40.68826,-73.98558,Entire home/apt,149,30,11,2020-03-18,0.17,19,306
7556814,Top Floor Brownstone - Park Slope,3894475,Kyle,Brooklyn,Park Slope,40.66714,-73.98179,Private room,85,30,5,2018-07-24,0.07,3,0
7557546,Bright & Charming 2bdrm Minutes to Manhattan,9443343,Roula,Queens,Ditmars Steinway,40.77833,-73.91861,Entire home/apt,147,3,140,2021-07-31,1.96,1,257
7561314,Private room in modern Bushwick Apt,39636434,Peter,Brooklyn,Bushwick,40.6913,-73.92303,Private room,47,30,8,2017-04-30,0.11,1,0
7561432,CHARMING ROOM W/ ROOF DECK ACCESS 2 :),4291007,Suzette And Graham,Brooklyn,Bedford-Stuyvesant,40.69281,-73.95983,Private room,97,30,25,2020-11-05,0.45,19,125
7561584,SUNNY COZY ROOM FOR 1 :),4291007,Suzette And Graham,Brooklyn,Bedford-Stuyvesant,40.6949,-73.96025,Private room,90,30,36,2021-07-03,0.51,19,355
7561686,Cozy Large Studio - Yankee Stadium,39639929,John,Bronx,Concourse,40.82381,-73.92725,Entire home/apt,110,30,1,2015-08-08,0.01,1,0
7562611,Renovated 2 Rooms with balcony and ensuite bath,10475653,Izabel,Brooklyn,Windsor Terrace,40.64782,-73.97305,Private room,40,1,122,2021-05-01,1.7,3,240
7563487,Great private room open for Aug!!,3353772,Jackie,Brooklyn,Williamsburg,40.70939,-73.94218,Private room,75,30,1,2015-08-04,0.01,1,0
7563493,Parking! Beautiful Studio by Garden & Kissena Park,39648442,Alice,Queens,Flushing,40.74791,-73.80966,Entire home/apt,79,30,184,2021-05-27,2.55,2,347
7563529,Apartment in Chelsea btwn 6th-7th Aves,39652597,Mackenzie,Manhattan,Chelsea,40.74477,-73.99561,Entire home/apt,193,30,4,2016-09-22,0.06,1,0
7563717,Spacious Studio in Midtown East,39655899,Ron,Manhattan,Midtown,40.75176,-73.96921,Entire home/apt,140,30,1,2015-08-26,0.01,1,0
7573103,Large 2.5 BR Apt In Park Slope,4565614,Jonathan,Brooklyn,South Slope,40.6628,-73.98393,Entire home/apt,135,30,3,2015-10-26,0.04,1,0
7573321,Great NYC Apartment,1242357,Sam,Manhattan,Upper West Side,40.79397,-73.97376,Entire home/apt,175,30,1,2015-08-14,0.01,1,0
7573430,"Private, renovated & furnished room",6031454,Melanie,Brooklyn,Prospect-Lefferts Gardens,40.656,-73.95886,Private room,40,30,2,2015-08-31,0.03,1,0
7576910,"Private Modern room, stained glass view",39725165,Amanda,Manhattan,Harlem,40.80323,-73.94595,Private room,45,30,27,2018-12-31,0.48,1,0
7579573,Sunny NYC studio in prime location,39742177,Elle,Manhattan,Upper West Side,40.78305,-73.97687,Entire home/apt,155,30,1,2015-08-07,0.01,1,0
7581611,Room in Spacious Williamsburg Loft,18770940,Ronald,Brooklyn,Williamsburg,40.70616,-73.93846,Private room,56,30,16,2016-10-31,0.23,1,0
7581690,Spacious 2 Bedroom Apt,62791,Tal,Manhattan,Harlem,40.81006,-73.95128,Entire home/apt,95,30,1,2016-10-14,0.02,1,0
7583507,Lovely Clinton Hill Bedroom,23124921,Kyle,Brooklyn,Bedford-Stuyvesant,40.68891,-73.95931,Private room,65,30,2,2015-08-16,0.03,1,0
